EC-Lab ASCII FILE
Nb header lines : 64                          

Cyclic Voltammetry

Run on channel : 1 (SN 69763)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -2.50 V, max = 2.50 V
Safety Limits :
	Do not start on E overload
Acquisition started on :
Loaded Setting File :
Saved on :
	File :
	Directory :
	Host :
Device :
Address : USB
EC-LAB for windows v11.52 (software)
Internet server v11.52 (firmware)
Command interpretor v11.50 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Mass of active material : 0.001 mg
 at x = 0.000
Molecular weight of active material (at x = 0) : 0.001 g/mol
Atomic weight of intercalated ion : 0.001 g/mol
Acquisition started at : xo = 0.000
Number of e- transfered per intercalated ion : 1
for DX = 1, DQ = 26.801 mA.h
Battery capacity : 0.000 A.h
Electrode surface area : 0.000 cm²
Characteristic mass : 0.001 g
Volume (V) : 0.001 cm³
Record Ece
Cycle Definition : Charge/Discharge alternance
Ei (V)              -0.530              
vs.                 Ref                 
dE/dt               20.000              
dE/dt unit          mV/s                
E1 (V)              0.370               
vs.                 Ref                 
Step percent        50                  
N                   50                  
E range min (V)     -2.500              
E range max (V)     2.500               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           7                   
E2 (V)              -0.830              
vs.                 Ref                 
nc cycles           1                   
Reverse Scan        1                   
Ef (V)              -0.730              
vs.                 Ref                 

mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	<Ece>/V	Rcmp/Ohm	step time/s	Pwe/W	Pce/W	Pwe-ce/W	Ewe-Ece/V	Rwe/Ohm	Rce/Ohm	Rwe-ce/Ohm	
2	1	0	1	0	3.282692017821210E+003	-4.6052229E-001	-4.6105635E-001	9.653455957922441E-003	1.000000000000000E+000	3.5960198E-005	13	1.6154486E-001	5.8657422E+000	3.288699916920450E+000	-4.4507874E-006	1.5594662E-006	-6.0102534E-006	-6.2260121E-001	4.7760754E+004	1.6734406E+004	6.4495164E+004
2	1	0	1	0	3.282942017814894E+003	-4.5552227E-001	-4.5607209E-001	9.679812165832552E-003	1.000000000000000E+000	3.8716920E-005	13	1.5517983E-001	5.8657422E+000	3.538699910604919E+000	-4.4146923E-006	1.5021116E-006	-5.9168037E-006	-6.1125195E-001	4.7115801E+004	1.6031285E+004	6.3147086E+004
2	1	0	1	0	3.283192017808579E+003	-4.5052230E-001	-4.5106632E-001	9.791569713009012E-003	1.000000000000000E+000	4.1487809E-005	13	1.4881322E-001	5.8657422E+000	3.788699904289388E+000	-4.4166472E-006	1.4571150E-006	-5.8737623E-006	-5.9987950E-001	4.6066805E+004	1.5198096E+004	6.1264898E+004
2	1	0	1	0	3.283442017802263E+003	-4.4552228E-001	-4.4606996E-001	9.833748474143781E-003	1.000000000000000E+000	4.4275370E-005	13	1.4247626E-001	5.8657422E+000	4.038699897973857E+000	-4.3865398E-006	1.4010757E-006	-5.7876155E-006	-5.8854622E-001	4.5361133E+004	1.4488500E+004	5.9849633E+004
2	1	0	1	0	3.283692017795948E+003	-4.4052228E-001	-4.4107231E-001	9.870014208460908E-003	1.000000000000000E+000	4.7075529E-005	13	1.3614546E-001	5.8657422E+000	4.288699891658325E+000	-4.3533901E-006	1.3437576E-006	-5.6971476E-006	-5.7721776E-001	4.4688113E+004	1.3793846E+004	5.8481961E+004
2	1	0	1	0	3.283942017789632E+003	-4.3552229E-001	-4.3606272E-001	9.950468009401137E-003	1.000000000000000E+000	4.9892180E-005	13	1.2982519E-001	5.8657422E+000	4.538699885342794E+000	-4.3390282E-006	1.2918214E-006	-5.6308495E-006	-5.6588793E-001	4.3823340E+004	1.3047145E+004	5.6870480E+004
2	1	0	1	0	3.284192017783316E+003	-4.3052226E-001	-4.3106768E-001	9.992270612832630E-003	1.000000000000000E+000	5.2723801E-005	13	1.2353373E-001	5.8657422E+000	4.788699879027263E+000	-4.3073451E-006	1.2343825E-006	-5.5417272E-006	-5.5460143E-001	4.3140113E+004	1.2362929E+004	5.5503039E+004
2	1	0	1	0	3.284442017777001E+003	-4.2552230E-001	-4.2608571E-001	1.008140991087914E-002	1.000000000000000E+000	5.5571178E-005	13	1.1729953E-001	5.8657422E+000	5.038699872711732E+000	-4.2955448E-006	1.1825447E-006	-5.4780894E-006	-5.4338527E-001	4.2264496E+004	1.1635231E+004	5.3899727E+004
2	1	0	1	0	3.284692017770685E+003	-4.2052224E-001	-4.2107055E-001	1.013240313670620E-002	1.000000000000000E+000	5.8435606E-005	13	1.1107018E-001	5.8657422E+000	5.288699866396200E+000	-4.2664565E-006	1.1254078E-006	-5.3918643E-006	-5.3214073E-001	4.1556828E+004	1.0961879E+004	5.2518707E+004
2	1	0	1	0	3.284942017764370E+003	-4.1552228E-001	-4.1608396E-001	1.020929932718642E-002	1.000000000000000E+000	6.1318140E-005	13	1.0487463E-001	5.8657422E+000	5.538699860080669E+000	-4.2479255E-006	1.0706965E-006	-5.3186222E-006	-5.2095860E-001	4.0755387E+004	1.0272461E+004	5.1027848E+004
2	1	0	1	0	3.285192017758054E+003	-4.1052228E-001	-4.1107419E-001	1.032497719734864E-002	1.000000000000000E+000	6.4225853E-005	13	9.8676510E-002	5.8657422E+000	5.788699853765138E+000	-4.2443316E-006	1.0188327E-006	-5.2631644E-006	-5.0975072E-001	3.9813570E+004	9.5570684E+003	4.9370637E+004
2	1	0	1	0	3.285442017751739E+003	-4.0552226E-001	-4.0605524E-001	1.036402740758108E-002	1.000000000000000E+000	6.7154047E-005	13	9.2520051E-002	5.8657422E+000	6.038699847449606E+000	-4.2083675E-006	9.5888038E-007	-5.1672482E-006	-4.9857530E-001	3.9179289E+004	8.9270361E+003	4.8106328E+004
2	1	0	1	0	3.285692017745423E+003	-4.0052229E-001	-4.0105268E-001	1.045439515970054E-002	1.000000000000000E+000	7.0099173E-005	13	8.6432904E-002	5.8657422E+000	6.288699841134076E+000	-4.1927633E-006	9.0360373E-007	-5.0963667E-006	-4.8748559E-001	3.8362113E+004	8.2676143E+003	4.6629727E+004
2	1	0	1	0	3.285942017739108E+003	-3.9552227E-001	-3.9604488E-001	1.056427742017210E-002	1.000000000000000E+000	7.3065639E-005	13	8.0374524E-002	5.8657422E+000	6.538699834818545E+000	-4.1839280E-006	8.4909880E-007	-5.0330268E-006	-4.7641939E-001	3.7489066E+004	7.6081421E+003	4.5097207E+004
2	1	0	1	0	3.286192017732792E+003	-3.9052224E-001	-3.9106280E-001	1.063911834011827E-002	1.000000000000000E+000	7.6049881E-005	13	7.4366875E-002	5.8657422E+000	6.788699828503013E+000	-4.1605635E-006	7.9119798E-007	-4.9517612E-006	-4.6542966E-001	3.6757066E+004	6.9899473E+003	4.3747016E+004
2	1	0	1	0	3.286442017726476E+003	-3.8552228E-001	-3.8607180E-001	1.070611843016459E-002	1.000000000000000E+000	7.9053207E-005	13	6.8396918E-002	5.8657422E+000	7.038699822187482E+000	-4.1333305E-006	7.3226551E-007	-4.8655961E-006	-4.5446873E-001	3.6060855E+004	6.3885825E+003	4.2449438E+004
2	1	0	1	0	3.286692017720161E+003	-3.8052225E-001	-3.8107419E-001	1.081164222591582E-002	1.000000000000000E+000	8.2077080E-005	13	6.2453203E-002	5.8657422E+000	7.288699815871950E+000	-4.1200378E-006	6.7522171E-007	-4.7952594E-006	-4.4352740E-001	3.5246652E+004	5.7764771E+003	4.1023129E+004
2	1	0	1	0	3.286942017713845E+003	-3.7552226E-001	-3.7605903E-001	1.089302240197745E-002	1.000000000000000E+000	8.5124804E-005	13	5.6616634E-002	5.8657422E+000	7.538699809556420E+000	-4.0964196E-006	6.1672625E-007	-4.7131457E-006	-4.3267566E-001	3.4522930E+004	5.1975137E+003	3.9720441E+004
2	1	0	1	0	3.287192017707530E+003	-3.7052223E-001	-3.7106049E-001	1.098490997592191E-002	1.000000000000000E+000	8.8197688E-005	13	5.0842505E-002	5.8657422E+000	7.788699803240888E+000	-4.0760660E-006	5.5850035E-007	-4.6345663E-006	-4.2190298E-001	3.3779109E+004	4.6283950E+003	3.8407508E+004
2	1	0	1	0	3.287442017701214E+003	-3.6552227E-001	-3.6605835E-001	1.107456640151908E-002	1.000000000000000E+000	9.1293121E-005	13	4.5189619E-002	5.8657422E+000	8.038699796925357E+000	-4.0539376E-006	5.0045543E-007	-4.5543929E-006	-4.1124797E-001	3.3053965E+004	4.0804866E+003	3.7134453E+004
2	1	0	1	0	3.287692017694899E+003	-3.6052221E-001	-3.6106664E-001	1.120024844909052E-002	1.000000000000000E+000	9.4411553E-005	13	3.9590988E-002	5.8657422E+000	8.288699790609825E+000	-4.0440359E-006	4.4342892E-007	-4.4874650E-006	-4.0065762E-001	3.2237377E+004	3.5348313E+003	3.5772207E+004
2	1	0	1	0	3.287942017688583E+003	-3.5552225E-001	-3.5606825E-001	1.124904704475030E-002	1.000000000000000E+000	9.7552649E-005	13	3.4091316E-002	5.8657422E+000	8.538699784294295E+000	-4.0054283E-006	3.8349481E-007	-4.3889236E-006	-3.9015958E-001	3.1653193E+004	3.0305959E+003	3.4683789E+004
2	1	0	1	0	3.288192017682268E+003	-3.5052222E-001	-3.5106391E-001	1.136812347175117E-002	1.000000000000000E+000	1.0071357E-004	13	2.8666049E-002	5.8657422E+000	8.788699777978764E+000	-3.9909378E-006	3.2587920E-007	-4.3168170E-006	-3.7972996E-001	3.0881430E+004	2.5216167E+003	3.3403047E+004
2	1	0	1	0	3.288442017675952E+003	-3.4552222E-001	-3.4605557E-001	1.145585358568919E-002	1.000000000000000E+000	1.0389772E-004	13	2.3308476E-002	5.8657422E+000	9.038699771663232E+000	-3.9643619E-006	2.6701849E-007	-4.2313804E-006	-3.6936405E-001	3.0207750E+004	2.0346346E+003	3.2242385E+004
2	1	0	1	0	3.288692017669636E+003	-3.4052220E-001	-3.4108308E-001	1.149128514898748E-002	1.000000000000000E+000	1.0709967E-004	13	1.8050754E-002	5.8657422E+000	9.288699765347700E+000	-3.9194829E-006	2.0742637E-007	-4.1269095E-006	-3.5913384E-001	2.9681891E+004	1.5708212E+003	3.1252713E+004
2	1	0	1	0	3.288942017663321E+003	-3.3552223E-001	-3.3607364E-001	1.164146791688217E-002	1.000000000000000E+000	1.1032666E-004	13	1.2795843E-002	5.8657422E+000	9.538699759032170E+000	-3.9123906E-006	1.4896240E-007	-4.0613527E-006	-3.4886947E-001	2.8868664E+004	1.0991606E+003	2.9967826E+004
2	1	0	1	0	3.289192017657005E+003	-3.3052218E-001	-3.3107185E-001	1.169022194230245E-002	1.000000000000000E+000	1.1357942E-004	13	7.6192645E-003	5.8657422E+000	9.788699752716639E+000	-3.8703033E-006	8.9070895E-008	-3.9593742E-006	-3.3869112E-001	2.8320408E+004	6.5176392E+002	2.8972172E+004
2	1	0	1	0	3.289442017650690E+003	-3.2552221E-001	-3.2607755E-001	1.177502647723352E-002	1.000000000000000E+000	1.1685229E-004	13	2.5284225E-003	5.8657422E+000	1.003869974640111E+001	-3.8395719E-006	2.9772242E-008	-3.8693443E-006	-3.2860598E-001	2.7692299E+004	2.1472754E+002	2.7907025E+004
2	1	0	1	0	3.289692017644374E+003	-3.2052219E-001	-3.2108188E-001	1.190792532165721E-002	1.000000000000000E+000	1.2015093E-004	13	-2.4842478E-003	5.8657422E+000	1.028869974008558E+001	-3.8234189E-006	-2.9582237E-008	-3.7938369E-006	-3.1859761E-001	2.6963713E+004	2.0862138E+002	2.6755092E+004
2	1	0	1	0	3.289942017638059E+003	-3.1552219E-001	-3.1606048E-001	1.196055660728325E-002	1.000000000000000E+000	1.2347242E-004	13	-7.4575148E-003	5.8657422E+000	1.053869973377004E+001	-3.7802592E-006	-8.9196028E-008	-3.6910633E-006	-3.0860296E-001	2.6425232E+004	6.2350903E+002	2.5801723E+004
2	1	0	1	0	3.290192017631743E+003	-3.1052217E-001	-3.1106988E-001	1.209939288713524E-002	1.000000000000000E+000	1.2681585E-004	13	-1.2429970E-002	5.8657422E+000	1.078869972745451E+001	-3.7637567E-006	-1.5039510E-007	-3.6133615E-006	-2.9863989E-001	2.5709545E+004	1.0273218E+003	2.4682223E+004
2	1	0	1	0	3.290442017625428E+003	-3.0552217E-001	-3.0608124E-001	1.218886048787240E-002	1.000000000000000E+000	1.3018405E-004	13	-1.7342838E-002	5.8657422E+000	1.103869972113898E+001	-3.7307814E-006	-2.1138943E-007	-3.5193921E-006	-2.8873840E-001	2.5111555E+004	1.4228433E+003	2.3688711E+004
2	1	0	1	0	3.290692017619112E+003	-3.0052215E-001	-3.0109531E-001	1.229415651407658E-002	1.000000000000000E+000	1.3357341E-004	13	-2.2177350E-002	5.8657422E+000	1.128869971482345E+001	-3.7017128E-006	-2.7265182E-007	-3.4290611E-006	-2.7891797E-001	2.4490928E+004	1.8038936E+003	2.2687035E+004
2	1	0	1	0	3.290942017612797E+003	-2.9552215E-001	-2.9609257E-001	1.239659214296485E-002	1.000000000000000E+000	1.3699317E-004	13	-2.7032999E-002	5.8657422E+000	1.153869970850792E+001	-3.6705387E-006	-3.3511708E-007	-3.3354218E-006	-2.6905957E-001	2.3884998E+004	2.1806799E+003	2.1704318E+004
2	1	0	1	0	3.291192017606481E+003	-2.9052216E-001	-2.9107919E-001	1.249371416059794E-002	1.000000000000000E+000	1.4043873E-004	13	-3.1869542E-002	5.8657422E+000	1.178869970219239E+001	-3.6366603E-006	-3.9816894E-007	-3.2384912E-006	-2.5920966E-001	2.3298051E+004	2.5508462E+003	2.0747205E+004
2	1	0	1	0	3.291442017600166E+003	-2.8552216E-001	-2.8608620E-001	1.260818407766301E-002	1.000000000000000E+000	1.4391154E-004	13	-3.6559809E-002	5.8657422E+000	1.203869969587686E+001	-3.6070276E-006	-4.6095280E-007	-3.1460747E-006	-2.4952640E-001	2.2690516E+004	2.8996887E+003	1.9790828E+004
2	1	0	1	0	3.291692017593850E+003	-2.8052214E-001	-2.8108919E-001	1.273711653961640E-002	1.000000000000000E+000	1.4741540E-004	13	-4.1262414E-002	5.8657422E+000	1.228869968956133E+001	-3.5802657E-006	-5.2556419E-007	-3.0547014E-006	-2.3982677E-001	2.2068510E+004	3.2395413E+003	1.8828969E+004
2	1	0	1	0	3.291942017587535E+003	-2.7552211E-001	-2.7610269E-001	1.284461371861190E-002	1.000000000000000E+000	1.5094703E-004	13	-4.5999486E-002	5.8657422E+000	1.253869968324580E+001	-3.5464325E-006	-5.9084562E-007	-2.9555868E-006	-2.3010321E-001	2.1495602E+004	3.5812278E+003	1.7914373E+004
2	1	0	1	0	3.292192017581219E+003	-2.7052212E-001	-2.7110174E-001	1.297320711005135E-002	1.000000000000000E+000	1.5450959E-004	13	-5.0678276E-002	5.8657422E+000	1.278869967693026E+001	-3.5170590E-006	-6.5745974E-007	-2.8595994E-006	-2.2042346E-001	2.0897049E+004	3.9063799E+003	1.6990670E+004
2	1	0	1	0	3.292442017574904E+003	-2.6552209E-001	-2.6609123E-001	1.310732435050183E-002	1.000000000000000E+000	1.5810330E-004	13	-5.5342510E-002	5.8657422E+000	1.303869967061473E+001	-3.4877439E-006	-7.2539223E-007	-2.7623519E-006	-2.1074872E-001	2.0300957E+004	4.2222583E+003	1.6078698E+004
2	1	0	1	0	3.292692017568588E+003	-2.6052210E-001	-2.6111102E-001	1.323254269129623E-002	1.000000000000000E+000	1.6172808E-004	13	-5.9959490E-002	5.8657422E+000	1.328869966429920E+001	-3.4551626E-006	-7.9341652E-007	-2.6617463E-006	-2.0115153E-001	1.9732490E+004	4.5312144E+003	1.5201275E+004
2	1	0	1	0	3.292942017562273E+003	-2.5552210E-001	-2.5609371E-001	1.343856930937047E-002	1.000000000000000E+000	1.6539593E-004	13	-6.4615093E-002	5.8657422E+000	1.353869965798367E+001	-3.4415332E-006	-8.6833438E-007	-2.5731986E-006	-1.9147861E-001	1.9056621E+004	4.8081826E+003	1.4248438E+004
2	1	0	1	0	3.293192017555957E+003	-2.5052211E-001	-2.5109980E-001	1.354027836350732E-002	1.000000000000000E+000	1.6910082E-004	13	-6.9243044E-002	5.8657422E+000	1.378869965166814E+001	-3.3999611E-006	-9.3757006E-007	-2.4623910E-006	-1.8185675E-001	1.8544656E+004	5.1138569E+003	1.3430799E+004
2	1	0	1	0	3.293442017549642E+003	-2.4552211E-001	-2.4609436E-001	1.372372700047178E-002	1.000000000000000E+000	1.7284513E-004	13	-7.3871493E-002	5.8657422E+000	1.403869964535261E+001	-3.3773317E-006	-1.0137923E-006	-2.3635396E-006	-1.7222287E-001	1.7932035E+004	5.3827573E+003	1.2549278E+004
2	1	0	1	0	3.293692017543326E+003	-2.4052209E-001	-2.4107553E-001	1.389570738946022E-002	1.000000000000000E+000	1.7663448E-004	13	-7.8495614E-002	5.8657422E+000	1.428869963903708E+001	-3.3499150E-006	-1.0907521E-006	-2.2591630E-006	-1.6257992E-001	1.7348922E+004	5.6489111E+003	1.1700010E+004
2	1	0	1	0	3.293942017537011E+003	-2.3552209E-001	-2.3609285E-001	1.407479112619398E-002	1.000000000000000E+000	1.8046712E-004	13	-8.3103932E-002	5.8657422E+000	1.453869963272155E+001	-3.3229576E-006	-1.1696704E-006	-2.1532871E-006	-1.5298891E-001	1.6774164E+004	5.9044521E+003	1.0869712E+004
2	1	0	1	0	3.294192017530695E+003	-2.3052208E-001	-2.3107560E-001	1.429722176787137E-002	1.000000000000000E+000	1.8435023E-004	13	-8.7724492E-002	5.8657422E+000	1.478869962640601E+001	-3.3037390E-006	-1.2542165E-006	-2.0495227E-006	-1.4335111E-001	1.6162272E+004	6.1357720E+003	1.0026501E+004
2	1	0	1	0	3.294442017524380E+003	-2.2552210E-001	-2.2608165E-001	1.449906729402498E-002	1.000000000000000E+000	1.8828323E-004	13	-9.2346564E-002	5.8657422E+000	1.503869962009048E+001	-3.2779731E-006	-1.3389390E-006	-1.9390341E-006	-1.3373509E-001	1.5592841E+004	6.3691382E+003	9.2237031E+003
2	1	0	1	0	3.294692017518064E+003	-2.2052209E-001	-2.2109085E-001	1.475274445866018E-002	1.000000000000000E+000	1.9227031E-004	13	-9.6961826E-002	5.8657422E+000	1.528869961377495E+001	-3.2616967E-006	-1.4304530E-006	-1.8312438E-006	-1.2412903E-001	1.4986422E+004	6.5724604E+003	8.4139619E+003
2	1	0	1	0	3.294942017511748E+003	-2.1552208E-001	-2.1609268E-001	1.497304203387884E-002	1.000000000000000E+000	1.9632243E-004	13	-1.0158198E-001	5.8657422E+000	1.553869960745942E+001	-3.2355647E-006	-1.5209913E-006	-1.7145734E-006	-1.1451069E-001	1.4432116E+004	6.7843252E+003	7.6477905E+003
2	1	0	1	0	3.295192017505433E+003	-2.1052209E-001	-2.1111213E-001	1.525671338800308E-002	1.000000000000000E+000	2.0043709E-004	13	-1.0624837E-001	5.8657422E+000	1.578869960114389E+001	-3.2208773E-006	-1.6210009E-006	-1.5998762E-006	-1.0486376E-001	1.3837326E+004	6.9640405E+003	6.8732861E+003
2	1	0	1	0	3.295442017499117E+003	-2.0552206E-001	-2.0607989E-001	1.556399489078217E-002	1.000000000000000E+000	2.0462650E-004	13	-1.1097036E-001	5.8657422E+000	1.603869959482836E+001	-3.2074263E-006	-1.7271421E-006	-1.4802841E-006	-9.5109522E-002	1.3240810E+004	7.1299409E+003	6.1108682E+003
2	1	0	1	0	3.295692017492802E+003	-2.0052207E-001	-2.0108478E-001	1.584029964727291E-002	1.000000000000000E+000	2.0889199E-004	13	-1.1569032E-001	5.8657422E+000	1.628869958851283E+001	-3.1852430E-006	-1.8325693E-006	-1.3526737E-006	-8.5394457E-002	1.2694506E+004	7.3035439E+003	5.3909624E+003
2	1	0	1	0	3.295942017486486E+003	-1.9552207E-001	-1.9608794E-001	1.620569066334600E-002	1.000000000000000E+000	2.1323179E-004	13	-1.2044179E-001	5.8657422E+000	1.653869958219730E+001	-3.1777406E-006	-1.9518425E-006	-1.2258980E-006	-7.5646147E-002	1.2099943E+004	7.4320679E+003	4.6678755E+003
2	1	0	1	0	3.296192017480171E+003	-1.9052206E-001	-1.9108003E-001	1.652600796541624E-002	1.000000000000000E+000	2.1765883E-004	13	-1.2523414E-001	5.8657422E+000	1.678869957588176E+001	-3.1577902E-006	-2.0696205E-006	-1.0881697E-006	-6.5845892E-002	1.1562383E+004	7.5780034E+003	3.9843799E+003
2	1	0	1	0	3.296442017473855E+003	-1.8552206E-001	-1.8610325E-001	1.689452952055931E-002	1.000000000000000E+000	2.2217150E-004	13	-1.3006300E-001	5.8657422E+000	1.703869956956623E+001	-3.1441268E-006	-2.1973531E-006	-9.4677375E-007	-5.6040257E-002	1.1015593E+004	7.6985273E+003	3.3170652E+003
2	1	0	1	0	3.296692017467540E+003	-1.8052205E-001	-1.8107346E-001	1.732768648744379E-002	1.000000000000000E+000	2.2678117E-004	13	-1.3494472E-001	5.8657422E+000	1.728869956325070E+001	-3.1375841E-006	-2.3382797E-006	-7.9930425E-007	-4.6128735E-002	1.0449950E+004	7.7878096E+003	2.6621404E+003
2	1	0	1	0	3.296942017461224E+003	-1.7552204E-001	-1.7608266E-001	1.776039995154903E-002	1.000000000000000E+000	2.3149852E-004	13	-1.3988444E-001	5.8657422E+000	1.753869955693517E+001	-3.1272984E-006	-2.4844037E-006	-6.4289475E-007	-3.6198214E-002	9.9143408E+003	7.8761987E+003	2.0381418E+003
