EC-Lab ASCII FILE
Nb header lines : 64                          

Cyclic Voltammetry

Run on channel : 1 (SN 69801)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -2.50 V, max = 2.50 V
Safety Limits :
	Do not start on E overload
Acquisition started on :
Loaded Setting File :
Saved on :
	File :
	Directory :
	Host :
Device :
Address : USB
EC-LAB for windows v11.52 (software)
Internet server v11.52 (firmware)
Command interpretor v11.50 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Mass of active material : 0.001 mg
 at x = 0.000
Molecular weight of active material (at x = 0) : 0.001 g/mol
Atomic weight of intercalated ion : 0.001 g/mol
Acquisition started at : xo = 0.000
Number of e- transfered per intercalated ion : 1
for DX = 1, DQ = 26.801 mA.h
Battery capacity : 0.000 A.h
Electrode surface area : 0.000 cm²
Characteristic mass : 0.001 g
Volume (V) : 0.001 cm³
Record Ece
Cycle Definition : Charge/Discharge alternance
Ei (V)              -0.540              
vs.                 Ref                 
dE/dt               20.000              
dE/dt unit          mV/s                
E1 (V)              0.360               
vs.                 Ref                 
Step percent        50                  
N                   50                  
E range min (V)     -2.500              
E range max (V)     2.500               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           7                   
E2 (V)              -0.840              
vs.                 Ref                 
nc cycles           1                   
Reverse Scan        1                   
Ef (V)              -0.740              
vs.                 Ref                 

mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	<Ece>/V	Rcmp/Ohm	step time/s	Pwe/W	Pce/W	Pwe-ce/W	Ewe-Ece/V	Rwe/Ohm	Rce/Ohm	Rwe-ce/Ohm	
2	1	0	1	0	3.424811214194531E+003	-4.6571761E-001	-4.6608201E-001	9.436827512310702E-003	1.000000000000000E+000	3.8440579E-005	13	3.2606858E-001	3.9563782E+000	3.529799910837028E+000	-4.3983355E-006	3.0770530E-006	-7.4753884E-006	-7.9215062E-001	4.9389691E+004	3.4552773E+004	8.3942469E+004
2	1	0	1	0	3.425061214188216E+003	-4.6071795E-001	-4.6107849E-001	9.502929811948849E-003	1.000000000000000E+000	4.1207022E-005	13	3.1896529E-001	3.9563782E+000	3.779799904521496E+000	-4.3815967E-006	3.0311048E-006	-7.4127015E-006	-7.8004378E-001	4.8519613E+004	3.3564941E+004	8.2084555E+004
2	1	0	1	0	3.425311214181900E+003	-4.5571831E-001	-4.5606479E-001	9.538262839378447E-003	1.000000000000000E+000	4.3987344E-005	13	3.1189102E-001	3.9563782E+000	4.029799898205965E+000	-4.3500659E-006	2.9748985E-006	-7.3249644E-006	-7.6795578E-001	4.7814238E+004	3.2698934E+004	8.0513172E+004
2	1	0	1	0	3.425561214175585E+003	-4.5071867E-001	-4.5107996E-001	9.595597868264278E-003	1.000000000000000E+000	4.6779041E-005	13	3.0488992E-001	3.9563782E+000	4.279799891890434E+000	-4.3283821E-006	2.9256009E-006	-7.2539829E-006	-7.5596988E-001	4.7009051E+004	3.1773936E+004	7.8782992E+004
2	1	0	1	0	3.425811214169269E+003	-4.4571903E-001	-4.4604221E-001	9.629964233941523E-003	1.000000000000000E+000	4.9576825E-005	13	2.9795101E-001	3.9563782E+000	4.529799885574903E+000	-4.2953707E-006	2.8692575E-006	-7.1646282E-006	-7.4399322E-001	4.6318160E+004	3.0939992E+004	7.7258148E+004
2	1	0	1	0	3.426061214162954E+003	-4.4071934E-001	-4.4107789E-001	9.722804252516093E-003	1.000000000000000E+000	5.2391661E-005	13	2.9106480E-001	3.9563782E+000	4.779799879259372E+000	-4.2885140E-006	2.8299660E-006	-7.1184800E-006	-7.3214269E-001	4.5365297E+004	2.9936301E+004	7.5301594E+004
2	1	0	1	0	3.426311214156638E+003	-4.3571970E-001	-4.3609431E-001	9.785901804788846E-003	1.000000000000000E+000	5.5222448E-005	13	2.8429079E-001	3.9563782E+000	5.029799872943841E+000	-4.2675761E-006	2.7820417E-006	-7.0496180E-006	-7.2038507E-001	4.4563527E+004	2.9051057E+004	7.3614586E+004
2	1	0	1	0	3.426561214150323E+003	-4.3072006E-001	-4.3109554E-001	9.814875834735587E-003	1.000000000000000E+000	5.8067508E-005	13	2.7758691E-001	3.9563782E+000	5.279799866628309E+000	-4.2311490E-006	2.7244810E-006	-6.9556304E-006	-7.0868242E-001	4.3922668E+004	2.8282264E+004	7.2204930E+004
2	1	0	1	0	3.426811114144017E+003	-4.2571923E-001	-4.2608863E-001	9.897454148727808E-003	1.000000000000000E+000	6.0926715E-005	13	2.7093828E-001	3.9563787E+000	5.529699860322580E+000	-4.2171928E-006	2.6815992E-006	-6.8987920E-006	-6.9702691E-001	4.3050328E+004	2.7374543E+004	7.0424867E+004
2	1	0	1	0	3.427061014137689E+003	-4.2072076E-001	-4.2108414E-001	9.932323536347821E-003	1.000000000000000E+000	6.3799962E-005	13	2.6438195E-001	3.9563782E+000	5.779599853995023E+000	-4.1823437E-006	2.6259270E-006	-6.8082709E-006	-6.8546605E-001	4.2395332E+004	2.6618338E+004	6.9013672E+004
2	1	0	1	0	3.427311014131373E+003	-4.1572112E-001	-4.1608953E-001	9.993127200928348E-003	1.000000000000000E+000	6.6687739E-005	13	2.5793603E-001	3.9563782E+000	6.029599847679492E+000	-4.1580356E-006	2.5775876E-006	-6.7356232E-006	-6.7402554E-001	4.1637570E+004	2.5811342E+004	6.7448914E+004
2	1	0	1	0	3.427561014125058E+003	-4.1072148E-001	-4.1107243E-001	1.011828423440495E-002	1.000000000000000E+000	6.9599897E-005	13	2.5154489E-001	3.9563782E+000	6.279599841363960E+000	-4.1593476E-006	2.5452027E-006	-6.7045503E-006	-6.6261733E-001	4.0626695E+004	2.4860430E+004	6.5487125E+004
2	1	0	1	0	3.427811014118742E+003	-4.0572184E-001	-4.0603665E-001	1.013955722212939E-002	1.000000000000000E+000	7.2524686E-005	13	2.4528462E-001	3.9563782E+000	6.529599835048430E+000	-4.1170319E-006	2.4870774E-006	-6.6041093E-006	-6.5132129E-001	4.0044809E+004	2.4190861E+004	6.4235672E+004
2	1	0	1	0	3.428061014112427E+003	-4.0072215E-001	-4.0106827E-001	1.016814194082719E-002	1.000000000000000E+000	7.5460142E-005	13	2.3915237E-001	3.9563782E+000	6.779599828732899E+000	-4.0781192E-006	2.4317353E-006	-6.5098543E-006	-6.4022064E-001	3.9443613E+004	2.3519771E+004	6.2963387E+004
2	1	0	1	0	3.428311014106111E+003	-3.9572254E-001	-3.9607403E-001	1.025489001074761E-002	1.000000000000000E+000	7.8412733E-005	13	2.3306975E-001	3.9563782E+000	7.029599822417367E+000	-4.0616956E-006	2.3901046E-006	-6.4518003E-006	-6.2914377E-001	3.8622941E+004	2.2727670E+004	6.1350613E+004
2	1	0	1	0	3.428561014099796E+003	-3.9072287E-001	-3.9107078E-001	1.033188542509514E-002	1.000000000000000E+000	8.1385711E-005	13	2.2709741E-001	3.9563782E+000	7.279599816101836E+000	-4.0404984E-006	2.3463444E-006	-6.3868429E-006	-6.1816818E-001	3.7850863E+004	2.1980248E+004	5.9831113E+004
2	1	0	1	0	3.428811014093480E+003	-3.8572320E-001	-3.8607302E-001	1.038584302335536E-002	1.000000000000000E+000	8.4375410E-005	13	2.2119233E-001	3.9563782E+000	7.529599809786305E+000	-4.0096938E-006	2.2972688E-006	-6.3069624E-006	-6.0726535E-001	3.7173008E+004	2.1297484E+004	5.8470492E+004
2	1	0	1	0	3.429061014087165E+003	-3.8072354E-001	-3.8107073E-001	1.047415967767776E-002	1.000000000000000E+000	8.7382410E-005	13	2.1534678E-001	3.9563782E+000	7.779599803470774E+000	-3.9913957E-006	2.2555766E-006	-6.2469721E-006	-5.9641755E-001	3.6381984E+004	2.0559814E+004	5.6941801E+004
2	1	0	1	0	3.429311014080849E+003	-3.7572387E-001	-3.7608090E-001	1.054016864014367E-002	1.000000000000000E+000	9.0405076E-005	13	2.0954552E-001	3.9563782E+000	8.029599797155242E+000	-3.9639563E-006	2.2086451E-006	-6.1726014E-006	-5.8562642E-001	3.5680730E+004	1.9880662E+004	5.5561391E+004
2	1	0	1	0	3.429560914074536E+003	-3.7072432E-001	-3.7107563E-001	1.061110778262413E-002	1.000000000000000E+000	9.3445815E-005	13	2.0382299E-001	3.9563787E+000	8.279499790842237E+000	-3.9375236E-006	2.1627877E-006	-6.1003111E-006	-5.7489860E-001	3.4970488E+004	1.9208455E+004	5.4178945E+004
2	1	0	1	0	3.429810814068223E+003	-3.6572462E-001	-3.6605603E-001	1.066807807196688E-002	1.000000000000000E+000	9.6501280E-005	13	1.9809531E-001	3.9563782E+000	8.529399784529233E+000	-3.9051142E-006	2.1132962E-006	-6.0184107E-006	-5.6415135E-001	3.4313211E+004	1.8568979E+004	5.2882191E+004
2	1	0	1	0	3.430060814061908E+003	-3.6072496E-001	-3.6107838E-001	1.077158075221185E-002	1.000000000000000E+000	9.9580393E-005	13	1.9236965E-001	3.9563782E+000	8.779399778213701E+000	-3.8893850E-006	2.0721252E-006	-5.9615104E-006	-5.5344802E-001	3.3521391E+004	1.7859000E+004	5.1380391E+004
2	1	0	1	0	3.430310814055592E+003	-3.5572532E-001	-3.5607299E-001	1.079096509912692E-002	1.000000000000000E+000	1.0267631E-004	13	1.8667242E-001	3.9563782E+000	9.029399771898170E+000	-3.8423714E-006	2.0143755E-006	-5.8567466E-006	-5.4274541E-001	3.2997324E+004	1.7298955E+004	5.0296281E+004
2	1	0	1	0	3.430560814049277E+003	-3.5072568E-001	-3.5107467E-001	1.092006821683488E-002	1.000000000000000E+000	1.0578847E-004	13	1.8099169E-001	3.9563782E+000	9.279399765582639E+000	-3.8337594E-006	1.9764416E-006	-5.8102009E-006	-5.3206635E-001	3.2149494E+004	1.6574227E+004	4.8723723E+004
2	1	0	1	0	3.430810814042961E+003	-3.4572604E-001	-3.4607968E-001	1.099268912371780E-002	1.000000000000000E+000	1.0892191E-004	13	1.7529377E-001	3.9563782E+000	9.529399759267108E+000	-3.8043463E-006	1.9269501E-006	-5.7312964E-006	-5.2137345E-001	3.1482713E+004	1.5946396E+004	4.7429109E+004
2	1	0	1	0	3.431060814036646E+003	-3.4072635E-001	-3.4107772E-001	1.105154786186875E-002	1.000000000000000E+000	1.1207398E-004	13	1.6962539E-001	3.9563782E+000	9.779399752951576E+000	-3.7694367E-006	1.8746231E-006	-5.6440599E-006	-5.1070309E-001	3.0862438E+004	1.5348563E+004	4.6211004E+004
2	1	0	1	0	3.431310814030330E+003	-3.3572671E-001	-3.3608890E-001	1.110554513280737E-002	1.000000000000000E+000	1.1524250E-004	13	1.6398852E-001	3.9563782E+000	1.002939974663604E+001	-3.7324503E-006	1.8211819E-006	-5.5536325E-006	-5.0007743E-001	3.0263160E+004	1.4766363E+004	4.5029523E+004
2	1	0	1	0	3.431560814024015E+003	-3.3072710E-001	-3.3105797E-001	1.120076513315440E-002	1.000000000000000E+000	1.1842693E-004	13	1.5833017E-001	3.9563782E+000	1.027939974032052E+001	-3.7081024E-006	1.7734191E-006	-5.4815214E-006	-4.8938814E-001	2.9556729E+004	1.4135657E+004	4.3692383E+004
2	1	0	1	0	3.431810814017699E+003	-3.2572740E-001	-3.2606494E-001	1.126023156265102E-002	1.000000000000000E+000	1.2162661E-004	13	1.5266307E-001	3.9563782E+000	1.052939973400498E+001	-3.6715667E-006	1.7190215E-006	-5.3905883E-006	-4.7872800E-001	2.8957215E+004	1.3557720E+004	4.2514934E+004
2	1	0	1	0	3.432060814011384E+003	-3.2072777E-001	-3.2108438E-001	1.134434837426640E-002	1.000000000000000E+000	1.2485079E-004	13	1.4701562E-001	3.9563782E+000	1.077939972768945E+001	-3.6424931E-006	1.6677964E-006	-5.3102895E-006	-4.6810001E-001	2.8303467E+004	1.2959371E+004	4.1262836E+004
2	1	0	1	0	3.432310714005071E+003	-3.1572938E-001	-3.1609097E-001	1.143368366425909E-002	1.000000000000000E+000	1.2809527E-004	13	1.4136502E-001	3.9563787E+000	1.102929972137645E+001	-3.6140841E-006	1.6163229E-006	-5.2304072E-006	-4.5745599E-001	2.7645594E+004	1.2363909E+004	4.0009504E+004
2	1	0	1	0	3.432560613998765E+003	-3.1072846E-001	-3.1107497E-001	1.148415832217237E-002	1.000000000000000E+000	1.3135615E-004	13	1.3569978E-001	3.9563782E+000	1.127919971507072E+001	-3.5724343E-006	1.5583978E-006	-5.1308321E-006	-4.4677475E-001	2.7087311E+004	1.1816258E+004	3.8903570E+004
2	1	0	1	0	3.432810613992449E+003	-3.0572882E-001	-3.0606204E-001	1.162761542074977E-002	1.000000000000000E+000	1.3464018E-004	13	1.3005909E-001	3.9563782E+000	1.152919970875519E+001	-3.5587718E-006	1.5122771E-006	-5.0710487E-006	-4.3612114E-001	2.6321996E+004	1.1185362E+004	3.7507359E+004
2	1	0	1	0	3.433060613986134E+003	-3.0072913E-001	-3.0107647E-001	1.167533294571771E-002	1.000000000000000E+000	1.3794501E-004	13	1.2444137E-001	3.9563782E+000	1.177919970243965E+001	-3.5151681E-006	1.4528945E-006	-4.9680625E-006	-4.2551786E-001	2.5787398E+004	1.0658485E+004	3.6445887E+004
2	1	0	1	0	3.433310613979818E+003	-2.9572952E-001	-2.9608846E-001	1.179304703152240E-002	1.000000000000000E+000	1.4127341E-004	13	1.1879569E-001	3.9563782E+000	1.202919969612412E+001	-3.4917850E-006	1.4009631E-006	-4.8927482E-006	-4.1488415E-001	2.5107035E+004	1.0073366E+004	3.5180402E+004
2	1	0	1	0	3.433560613973503E+003	-2.9072985E-001	-2.9106346E-001	1.188293797816126E-002	1.000000000000000E+000	1.4462470E-004	13	1.1314163E-001	3.9563782E+000	1.227919968980859E+001	-3.4586890E-006	1.3444550E-006	-4.8031438E-006	-4.0420508E-001	2.4494234E+004	9.5213516E+003	3.4015586E+004
2	1	0	1	0	3.433810613967187E+003	-2.8573018E-001	-2.8605819E-001	1.192919616242971E-002	1.000000000000000E+000	1.4799119E-004	13	1.0749181E-001	3.9563782E+000	1.252919968349306E+001	-3.4124441E-006	1.2822909E-006	-4.6947353E-006	-3.9355001E-001	2.3979670E+004	9.0108174E+003	3.2990488E+004
2	1	0	1	0	3.434060613960872E+003	-2.8073052E-001	-2.8110734E-001	1.207686962776027E-002	1.000000000000000E+000	1.5138762E-004	13	1.0184541E-001	3.9563782E+000	1.277919967717753E+001	-3.3948966E-006	1.2299738E-006	-4.6248706E-006	-3.8295275E-001	2.3276506E+004	8.4330967E+003	3.1709604E+004
2	1	0	1	0	3.434310613954556E+003	-2.7573091E-001	-2.7609012E-001	1.219088254202647E-002	1.000000000000000E+000	1.5481371E-004	13	9.6172109E-002	3.9563782E+000	1.302919967086200E+001	-3.3657823E-006	1.1724229E-006	-4.5382048E-006	-3.7226224E-001	2.2647262E+004	7.8888555E+003	3.0536117E+004
2	1	0	1	0	3.434560613948241E+003	-2.7073121E-001	-2.7109367E-001	1.229484473888890E-002	1.000000000000000E+000	1.5826822E-004	13	9.0512507E-002	3.9563782E+000	1.327919966454647E+001	-3.3330546E-006	1.1128373E-006	-4.4458916E-006	-3.6160618E-001	2.2049377E+004	7.3618257E+003	2.9411203E+004
2	1	0	1	0	3.434810613941925E+003	-2.6572856E-001	-2.6609716E-001	1.238856588305795E-002	1.000000000000000E+000	1.6175221E-004	13	8.4856465E-002	3.9563782E+000	1.352919965823094E+001	-3.2965622E-006	1.0512499E-006	-4.3478121E-006	-3.5095364E-001	2.1479254E+004	6.8495796E+003	2.8328834E+004
2	1	0	1	0	3.435060613935610E+003	-2.6072827E-001	-2.6109073E-001	1.253021479430647E-002	1.000000000000000E+000	1.6526601E-004	13	7.9155684E-002	3.9563782E+000	1.377919965191540E+001	-3.2715229E-006	9.9183774E-007	-4.2633606E-006	-3.4024641E-001	2.0836891E+004	6.3171851E+003	2.7154076E+004
2	1	0	1	0	3.435310613929294E+003	-2.5572827E-001	-2.5609627E-001	1.274641830478898E-002	1.000000000000000E+000	1.6881725E-004	13	7.3430941E-002	3.9563782E+000	1.402919964559988E+001	-3.2643102E-006	9.3598146E-007	-4.2002916E-006	-3.2952720E-001	2.0091627E+004	5.7609077E+003	2.5852533E+004
2	1	0	1	0	3.435560613922979E+003	-2.5072825E-001	-2.5105155E-001	1.284336993394769E-002	1.000000000000000E+000	1.7240758E-004	13	6.7694649E-002	3.9563782E+000	1.427919963928434E+001	-3.2243479E-006	8.6942742E-007	-4.0937753E-006	-3.1874621E-001	1.9547170E+004	5.2707856E+003	2.4817957E+004
2	1	0	1	0	3.435810613916663E+003	-2.4572824E-001	-2.4608225E-001	1.300959268523075E-002	1.000000000000000E+000	1.7603146E-004	13	6.1933488E-002	3.9563782E+000	1.452919963296881E+001	-3.2014298E-006	8.0572943E-007	-4.0071591E-006	-3.0801573E-001	1.8915445E+004	4.7606016E+003	2.3676047E+004
2	1	0	1	0	3.436060613910348E+003	-2.4072823E-001	-2.4109600E-001	1.318064500573010E-002	1.000000000000000E+000	1.7969935E-004	13	5.6115620E-002	3.9563782E+000	1.477919962665328E+001	-3.1778009E-006	7.3964009E-007	-3.9174411E-006	-2.9721162E-001	1.8291670E+004	4.2574258E+003	2.2549096E+004
2	1	0	1	0	3.436310613904032E+003	-2.3572823E-001	-2.3610152E-001	1.339206593720960E-002	1.000000000000000E+000	1.8341461E-004	13	5.0309464E-002	3.9563782E+000	1.502919962033775E+001	-3.1618872E-006	6.7374765E-007	-3.8356347E-006	-2.8641099E-001	1.7629955E+004	3.7566619E+003	2.1386617E+004
2	1	0	1	0	3.436560613897716E+003	-2.3072824E-001	-2.3107283E-001	1.358468296183715E-002	1.000000000000000E+000	1.8718372E-004	13	4.4450022E-002	3.9563782E+000	1.527919961402222E+001	-3.1390512E-006	6.0383945E-007	-3.7428906E-006	-2.7552286E-001	1.7009807E+004	3.2720691E+003	2.0281875E+004
2	1	0	1	0	3.436810613891401E+003	-2.2572824E-001	-2.2608809E-001	1.384052953312218E-002	1.000000000000000E+000	1.9100642E-004	13	3.8507007E-002	3.9563782E+000	1.552919960770669E+001	-3.1291788E-006	5.3295736E-007	-3.6621364E-006	-2.6459509E-001	1.6335220E+004	2.7821917E+003	1.9117412E+004
2	1	0	1	0	3.437060613885085E+003	-2.2072823E-001	-2.2108747E-001	1.407590499472474E-002	1.000000000000000E+000	1.9488721E-004	13	3.2526821E-002	3.9563782E+000	1.577919960139116E+001	-3.1120062E-006	4.5784444E-007	-3.5698506E-006	-2.5361431E-001	1.5706804E+004	2.3108157E+003	1.8017619E+004
2	1	0	1	0	3.437310613878770E+003	-2.1572822E-001	-2.1608132E-001	1.432688165690479E-002	1.000000000000000E+000	1.9883119E-004	13	2.6480915E-002	3.9563782E+000	1.602919959507563E+001	-3.0957715E-006	3.7938892E-007	-3.4751604E-006	-2.4256223E-001	1.5082229E+004	1.8483376E+003	1.6930568E+004
2	1	0	1	0	3.437560613872454E+003	-2.1072823E-001	-2.1107323E-001	1.459614906046658E-002	1.000000000000000E+000	2.0284382E-004	13	2.0344805E-002	3.9563782E+000	1.627919958876009E+001	-3.0808565E-006	2.9695582E-007	-3.3778122E-006	-2.3141804E-001	1.4460885E+004	1.3938474E+003	1.5854732E+004
2	1	0	1	0	3.437810613866139E+003	-2.0572822E-001	-2.0606540E-001	1.493994607613904E-002	1.000000000000000E+000	2.0693179E-004	13	1.4133559E-002	3.9563782E+000	1.652919958244456E+001	-3.0786059E-006	2.1115460E-007	-3.2897606E-006	-2.2019896E-001	1.3792915E+004	9.4602472E+002	1.4738939E+004
2	1	0	1	0	3.438060613859823E+003	-2.0072821E-001	-2.0111088E-001	1.527814450119405E-002	1.000000000000000E+000	2.1110575E-004	13	7.8745345E-003	3.9563782E+000	1.677919957612903E+001	-3.0726012E-006	1.2030827E-007	-3.1929094E-006	-2.0898542E-001	1.3163306E+004	5.1541168E+002	1.3678717E+004
2	1	0	1	0	3.438310613853508E+003	-1.9572820E-001	-1.9608352E-001	1.562381372034725E-002	1.000000000000000E+000	2.1536634E-004	13	1.4715065E-003	3.9563782E+000	1.702919956981350E+001	-3.0635724E-006	2.2990545E-008	-3.0865629E-006	-1.9755502E-001	1.2550298E+004	9.4183571E+001	1.2644481E+004
2	1	0	1	0	3.438560613847192E+003	-1.9072819E-001	-1.9108675E-001	1.605969959898501E-002	1.000000000000000E+000	2.1972686E-004	13	-5.0605433E-003	3.9563782E+000	1.727919956349797E+001	-3.0687959E-006	-8.1270805E-008	-2.9875250E-006	-1.8602622E-001	1.1898526E+004	3.1510822E+002	1.1583418E+004
2	1	0	1	0	3.438810613840877E+003	-1.8572821E-001	-1.8609580E-001	1.649798545273684E-002	1.000000000000000E+000	2.2419660E-004	13	-1.1687904E-002	3.9563782E+000	1.752919955718244E+001	-3.0702058E-006	-1.9282686E-007	-2.8773791E-006	-1.7440790E-001	1.1279911E+004	7.0844427E+002	1.0571467E+004
