EC-Lab ASCII FILE
Nb header lines : 64                          

Cyclic Voltammetry

Run on channel : 1 (SN 69801)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -2.50 V, max = 2.50 V
Safety Limits :
	Do not start on E overload
Acquisition started on :
Loaded Setting File :
Saved on :
	File :
	Directory :
	Host :
Device :
Address : USB
EC-LAB for windows v11.52 (software)
Internet server v11.52 (firmware)
Command interpretor v11.50 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Mass of active material : 0.001 mg
 at x = 0.000
Molecular weight of active material (at x = 0) : 0.001 g/mol
Atomic weight of intercalated ion : 0.001 g/mol
Acquisition started at : xo = 0.000
Number of e- transfered per intercalated ion : 1
for DX = 1, DQ = 26.801 mA.h
Battery capacity : 0.000 A.h
Electrode surface area : 0.000 cm²
Characteristic mass : 0.001 g
Volume (V) : 0.001 cm³
Record Ece
Cycle Definition : Charge/Discharge alternance
Ei (V)              -0.515              
vs.                 Ref                 
dE/dt               20.000              
dE/dt unit          mV/s                
E1 (V)              0.385               
vs.                 Ref                 
Step percent        50                  
N                   50                  
E range min (V)     -2.500              
E range max (V)     2.500               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           7                   
E2 (V)              -0.815              
vs.                 Ref                 
nc cycles           1                   
Reverse Scan        1                   
Ef (V)              -0.715              
vs.                 Ref                 

mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	<Ece>/V	Rcmp/Ohm	step time/s	Pwe/W	Pce/W	Pwe-ce/W	Ewe-Ece/V	Rwe/Ohm	Rce/Ohm	Rwe-ce/Ohm	
2	1	0	1	0	2.536565636656269E+003	-4.6565503E-001	-4.6609274E-001	2.031968527261258E-002	1.000000000000000E+000	4.9999460E-005	13	4.2571694E-001	1.1050085E+001	2.311199941614177E+000	-9.4708575E-006	8.6504342E-006	-1.8121293E-005	-8.9180970E-001	2.2937990E+004	2.0950961E+004	4.3888949E+004
2	1	0	1	0	2.536815636649953E+003	-4.6065503E-001	-4.6107700E-001	2.047564999871976E-002	1.000000000000000E+000	5.5299628E-005	13	4.1527429E-001	1.1050085E+001	2.561199935298646E+000	-9.4408515E-006	8.5030115E-006	-1.7943863E-005	-8.7635130E-001	2.2518309E+004	2.0281373E+004	4.2799680E+004
2	1	0	1	0	2.537065636643638E+003	-4.5565504E-001	-4.5609203E-001	2.057474504777737E-002	1.000000000000000E+000	6.0632148E-005	13	4.0489271E-001	1.1050085E+001	2.811199928983115E+000	-9.3839772E-006	8.3305640E-006	-1.7714541E-005	-8.6098474E-001	2.2167566E+004	1.9679111E+004	4.1846680E+004
2	1	0	1	0	2.537315636637322E+003	-4.5065504E-001	-4.5107970E-001	2.066898567849135E-002	1.000000000000000E+000	6.5986642E-005	13	3.9460197E-001	1.1050085E+001	3.061199922667583E+000	-9.3233593E-006	8.1560229E-006	-1.7479382E-005	-8.4568167E-001	2.1823988E+004	1.9091502E+004	4.0915488E+004
2	1	0	1	0	2.537565636631007E+003	-4.4565505E-001	-4.4605443E-001	2.076789353963095E-002	1.000000000000000E+000	7.1365583E-005	13	3.8432917E-001	1.1050085E+001	3.311199916352052E+000	-9.2636110E-006	7.9817073E-006	-1.7245318E-005	-8.3038360E-001	2.1478078E+004	1.8505930E+004	3.9984008E+004
2	1	0	1	0	2.537815636624691E+003	-4.4065502E-001	-4.4109043E-001	2.089066022284808E-002	1.000000000000000E+000	7.6771066E-005	13	3.7412703E-001	1.1050085E+001	3.561199910036521E+000	-9.2146702E-006	7.8157609E-006	-1.7030430E-005	-8.1521749E-001	2.1114240E+004	1.7908818E+004	3.9023059E+004
2	1	0	1	0	2.538065636618376E+003	-4.3565506E-001	-4.3608701E-001	2.100700666204569E-002	1.000000000000000E+000	8.2208971E-005	13	3.6398804E-001	1.1050085E+001	3.811199903720990E+000	-9.1608827E-006	7.6462993E-006	-1.6807182E-005	-8.0007505E-001	2.0759121E+004	1.7326982E+004	3.8086105E+004
2	1	0	1	0	2.538315636612060E+003	-4.3065500E-001	-4.3109015E-001	2.110461962090970E-002	1.000000000000000E+000	8.7672495E-005	13	3.5390285E-001	1.1050085E+001	4.061199897405459E+000	-9.0979938E-006	7.4689851E-006	-1.6566979E-005	-7.8499299E-001	2.0426340E+004	1.6768975E+004	3.7195316E+004
2	1	0	1	0	2.538565636605745E+003	-4.2565504E-001	-4.2608777E-001	2.118878681006775E-002	1.000000000000000E+000	9.3158669E-005	13	3.4383023E-001	1.1050085E+001	4.311199891089928E+000	-9.0282829E-006	7.2853454E-006	-1.6313628E-005	-7.6991796E-001	2.0109115E+004	1.6226990E+004	3.6336105E+004
2	1	0	1	0	2.538815636599429E+003	-4.2065498E-001	-4.2108297E-001	2.130024261744129E-002	1.000000000000000E+000	9.8670396E-005	13	3.3377415E-001	1.1050085E+001	4.561199884774396E+000	-8.9691694E-006	7.1094705E-006	-1.6078640E-005	-7.5485712E-001	1.9768928E+004	1.5669970E+004	3.5438898E+004
2	1	0	1	0	2.539065636593114E+003	-4.1565502E-001	-4.1609722E-001	2.142804778469298E-002	1.000000000000000E+000	1.0421016E-004	13	3.2377988E-001	1.1050085E+001	4.811199878458865E+000	-8.9161513E-006	6.9379707E-006	-1.5854122E-005	-7.3987710E-001	1.9418346E+004	1.5110097E+004	3.4528441E+004
2	1	0	1	0	2.539315636586798E+003	-4.1065505E-001	-4.1107139E-001	2.199954639203211E-002	1.000000000000000E+000	1.0983718E-004	13	3.1370628E-001	1.1050085E+001	5.061199872143334E+000	-9.0433841E-006	6.9013959E-006	-1.5944779E-005	-7.2477770E-001	1.8685449E+004	1.4259670E+004	3.2945117E+004
2	1	0	1	0	2.539565636580483E+003	-4.0565521E-001	-4.0604270E-001	2.170810017966029E-002	1.000000000000000E+000	1.1550150E-004	13	3.0356947E-001	1.1050085E+001	5.311199865827803E+000	-8.8144152E-006	6.5899162E-006	-1.5404332E-005	-7.0961213E-001	1.8704662E+004	1.3984156E+004	3.2688818E+004
2	1	0	1	0	2.539815636574167E+003	-4.0065539E-001	-4.0105656E-001	2.178184123476968E-002	1.000000000000000E+000	1.2113637E-004	13	2.9361239E-001	1.1050085E+001	5.561199859512271E+000	-8.7357503E-006	6.3954185E-006	-1.5131169E-005	-6.9466895E-001	1.8412428E+004	1.3479687E+004	3.1892113E+004
2	1	0	1	0	2.540065636567852E+003	-3.9565557E-001	-3.9608076E-001	2.193881436068979E-002	1.000000000000000E+000	1.2679945E-004	13	2.8368670E-001	1.1050085E+001	5.811199853196740E+000	-8.6895425E-006	6.2237500E-006	-1.4913292E-005	-6.7976749E-001	1.8053883E+004	1.2930813E+004	3.0984695E+004
2	1	0	1	0	2.540315636561536E+003	-3.9065504E-001	-3.9107117E-001	2.208264821468780E-002	1.000000000000000E+000	1.3250069E-004	13	2.7374870E-001	1.1050085E+001	6.061199846881208E+000	-8.6358868E-006	6.0450961E-006	-1.4680983E-005	-6.6481984E-001	1.7709434E+004	1.2396552E+004	3.0105984E+004
2	1	0	1	0	2.540565636555220E+003	-3.8565505E-001	-3.8605782E-001	2.221530660722403E-002	1.000000000000000E+000	1.3823684E-004	13	2.6379082E-001	1.1050085E+001	6.311199840565678E+000	-8.5763932E-006	5.8601941E-006	-1.4436587E-005	-6.4984864E-001	1.7378010E+004	1.1874282E+004	2.9252293E+004
2	1	0	1	0	2.540815636548905E+003	-3.8065496E-001	-3.8106319E-001	2.237747842208393E-002	1.000000000000000E+000	1.4401024E-004	13	2.5381854E-001	1.1050085E+001	6.561199834250147E+000	-8.5272331E-006	5.6798190E-006	-1.4207052E-005	-6.3488173E-001	1.7028871E+004	1.1342589E+004	2.8371461E+004
2	1	0	1	0	2.541065636542589E+003	-3.7565503E-001	-3.7605324E-001	2.251412353532244E-002	1.000000000000000E+000	1.4982054E-004	13	2.4383618E-001	1.1050085E+001	6.811199827934615E+000	-8.4665089E-006	5.4897578E-006	-1.3956267E-005	-6.1988944E-001	1.6702992E+004	1.0830365E+004	2.7533357E+004
2	1	0	1	0	2.541315636536274E+003	-3.7065500E-001	-3.7105346E-001	2.273305255062830E-002	1.000000000000000E+000	1.5567285E-004	13	2.3380309E-001	1.1050085E+001	7.061199821619084E+000	-8.4351777E-006	5.3150579E-006	-1.3750236E-005	-6.0485655E-001	1.6322201E+004	1.0284721E+004	2.6606922E+004
2	1	0	1	0	2.541565636529958E+003	-3.6565500E-001	-3.6604339E-001	2.291126550669442E-002	1.000000000000000E+000	1.6157526E-004	13	2.2373734E-001	1.1050085E+001	7.311199815303553E+000	-8.3865170E-006	5.1261059E-006	-1.3512623E-005	-5.8978075E-001	1.5976568E+004	9.7653857E+003	2.5741953E+004
2	1	0	1	0	2.541815636523643E+003	-3.6065498E-001	-3.6108160E-001	2.310829021457947E-002	1.000000000000000E+000	1.6752566E-004	13	2.1362616E-001	1.1050085E+001	7.561199808988022E+000	-8.3439782E-006	4.9365353E-006	-1.3280513E-005	-5.7470775E-001	1.5625630E+004	9.2445684E+003	2.4870199E+004
2	1	0	1	0	2.542065636517327E+003	-3.5565498E-001	-3.5607469E-001	2.327662293496702E-002	1.000000000000000E+000	1.7352268E-004	13	2.0349962E-001	1.1050085E+001	7.811199802672490E+000	-8.2882161E-006	4.7367839E-006	-1.3025000E-005	-5.5957431E-001	1.5297523E+004	8.7426602E+003	2.4040184E+004
2	1	0	1	0	2.542315636511012E+003	-3.5065496E-001	-3.5106370E-001	2.349649761093884E-002	1.000000000000000E+000	1.7956922E-004	13	1.9333166E-001	1.1050085E+001	8.061199796356959E+000	-8.2487677E-006	4.5426168E-006	-1.2791385E-005	-5.4439533E-001	1.4941107E+004	8.2281055E+003	2.3169213E+004
2	1	0	1	0	2.542565636504696E+003	-3.4565499E-001	-3.4604776E-001	2.373136164063022E-002	1.000000000000000E+000	1.8567224E-004	13	1.8314286E-001	1.1050085E+001	8.311199790041428E+000	-8.2121842E-006	4.3462292E-006	-1.2558414E-005	-5.2919060E-001	1.4581875E+004	7.7173345E+003	2.2299209E+004
2	1	0	1	0	2.542815636498380E+003	-3.4065494E-001	-3.4103948E-001	2.394935081009667E-002	1.000000000000000E+000	1.9183302E-004	13	1.7293619E-001	1.1050085E+001	8.561199783725897E+000	-8.1676744E-006	4.1417093E-006	-1.2309383E-005	-5.1397568E-001	1.4240030E+004	7.2209131E+003	2.1460943E+004
2	1	0	1	0	2.543065636492065E+003	-3.3565497E-001	-3.3608291E-001	2.417443010031067E-002	1.000000000000000E+000	1.9804764E-004	13	1.6278499E-001	1.1050085E+001	8.811199777410365E+000	-8.1246126E-006	3.9352344E-006	-1.2059847E-005	-4.9886790E-001	1.3902413E+004	6.7337676E+003	2.0636180E+004
2	1	0	1	0	2.543315636485749E+003	-3.3065495E-001	-3.3104634E-001	2.441093694025870E-002	1.000000000000000E+000	2.0431812E-004	13	1.5262710E-001	1.1050085E+001	9.061199771094834E+000	-8.0811515E-006	3.7257705E-006	-1.1806922E-005	-4.8367345E-001	1.3561395E+004	6.2524063E+003	1.9813801E+004
2	1	0	1	0	2.543565636479434E+003	-3.2565495E-001	-3.2604438E-001	2.470287470880364E-002	1.000000000000000E+000	2.1065623E-004	13	1.4255378E-001	1.1050085E+001	9.311199764779304E+000	-8.0542331E-006	3.5214880E-006	-1.1575721E-005	-4.6859816E-001	1.3198642E+004	5.7707363E+003	1.8969377E+004
2	1	0	1	0	2.543815636473118E+003	-3.2065496E-001	-3.2106990E-001	2.500788035618801E-002	1.000000000000000E+000	2.1706977E-004	13	1.3252102E-001	1.1050085E+001	9.561199758463772E+000	-8.0292775E-006	3.3140698E-006	-1.1343347E-005	-4.5359093E-001	1.2838749E+004	5.2991704E+003	1.8137920E+004
2	1	0	1	0	2.544065636466803E+003	-3.1565493E-001	-3.1609696E-001	2.528003425270877E-002	1.000000000000000E+000	2.2355675E-004	13	1.2264458E-001	1.1050085E+001	9.811199752148241E+000	-7.9909423E-006	3.1004593E-006	-1.1091402E-005	-4.3874153E-001	1.2503818E+004	4.8514404E+003	1.7355260E+004
2	1	0	1	0	2.544315636460487E+003	-3.1065491E-001	-3.1106567E-001	2.558933903754623E-002	1.000000000000000E+000	2.3011555E-004	13	1.1280697E-001	1.1050085E+001	1.006119974583271E+001	-7.9599649E-006	2.8866557E-006	-1.0846621E-005	-4.2387265E-001	1.2156065E+004	4.4083579E+003	1.6564424E+004
2	1	0	1	0	2.544565636454172E+003	-3.0565494E-001	-3.0607846E-001	2.592602683877471E-002	1.000000000000000E+000	2.3675572E-004	13	1.0305500E-001	1.1050085E+001	1.031119973951718E+001	-7.9353986E-006	2.6718067E-006	-1.0607205E-005	-4.0913346E-001	1.1805838E+004	3.9749631E+003	1.5780801E+004
2	1	0	1	0	2.544815636447856E+003	-3.0065489E-001	-3.0106977E-001	2.629928190267455E-002	1.000000000000000E+000	2.4348471E-004	13	9.3355201E-002	1.1050085E+001	1.056119973320165E+001	-7.9179190E-006	2.4551748E-006	-1.0373094E-005	-3.9442497E-001	1.1447832E+004	3.5497244E+003	1.4997557E+004
2	1	0	1	0	2.545065636441541E+003	-2.9565492E-001	-2.9608867E-001	2.667874512246812E-002	1.000000000000000E+000	2.5030761E-004	13	8.3744273E-002	1.1050085E+001	1.081119972688612E+001	-7.8992744E-006	2.2341922E-006	-1.0133466E-005	-3.7983292E-001	1.1098298E+004	3.1389885E+003	1.4237286E+004
2	1	0	1	0	2.545315636435225E+003	-2.9065490E-001	-2.9105696E-001	2.706049941559360E-002	1.000000000000000E+000	2.5722446E-004	13	7.4107550E-002	1.1050085E+001	1.106119972057058E+001	-7.8761468E-006	2.0053874E-006	-9.8815344E-006	-3.6516452E-001	1.0755787E+004	2.7385876E+003	1.3494374E+004
2	1	0	1	0	2.545565636428910E+003	-2.8565490E-001	-2.8605607E-001	2.747626471108300E-002	1.000000000000000E+000	2.6424028E-004	13	6.4521715E-002	1.1050085E+001	1.131119971425505E+001	-7.8597523E-006	1.7728157E-006	-9.6325684E-006	-3.5057777E-001	1.0411024E+004	2.3482710E+003	1.2759296E+004
2	1	0	1	0	2.545815636422594E+003	-2.8065488E-001	-2.8108928E-001	2.795415277019497E-002	1.000000000000000E+000	2.7136764E-004	13	5.4903015E-002	1.1050085E+001	1.156119970793952E+001	-7.8576122E-006	1.5347673E-006	-9.3923800E-006	-3.3599228E-001	1.0055367E+004	1.9640378E+003	1.2019405E+004
2	1	0	1	0	2.546065636416279E+003	-2.7565488E-001	-2.7609223E-001	2.843834834132145E-002	1.000000000000000E+000	2.7861679E-004	13	4.5344871E-002	1.1050085E+001	1.181119970162399E+001	-7.8516068E-006	1.2895332E-006	-9.1411403E-006	-3.2143709E-001	9.7084482E+003	1.5944973E+003	1.1302945E+004
2	1	0	1	0	2.546315636409963E+003	-2.7065486E-001	-2.7108160E-001	2.893431443914299E-002	1.000000000000000E+000	2.8598748E-004	13	3.5709765E-002	1.1050085E+001	1.206119969530846E+001	-7.8435605E-006	1.0332376E-006	-8.8767974E-006	-3.0679137E-001	9.3688623E+003	1.2341666E+003	1.0603028E+004
2	1	0	1	0	2.546565636403648E+003	-2.6565486E-001	-2.6606667E-001	2.946581474432531E-002	1.000000000000000E+000	2.9348591E-004	13	2.6081471E-002	1.1050085E+001	1.231119968899293E+001	-7.8398716E-006	7.6851177E-007	-8.6083828E-006	-2.9214814E-001	9.0296729E+003	8.8514337E+002	9.9148164E+003
2	1	0	1	0	2.546815636397332E+003	-2.6065484E-001	-2.6106554E-001	3.001185711694975E-002	1.000000000000000E+000	3.0111716E-004	13	1.6399246E-002	1.1050085E+001	1.256119968267740E+001	-7.8350622E-006	4.9217181E-007	-8.3272334E-006	-2.7746478E-001	8.6987471E+003	5.4642554E+002	9.2451719E+003
2	1	0	1	0	2.547065636391017E+003	-2.5565484E-001	-2.5606680E-001	3.102911355569471E-002	1.000000000000000E+000	3.0894348E-004	13	6.5996759E-003	1.1050085E+001	1.281119967636187E+001	-7.9455258E-006	2.0478210E-007	-8.1503076E-006	-2.6266646E-001	8.2524688E+003	2.1269302E+002	8.4651621E+003
2	1	0	1	0	2.547315636384701E+003	-2.5065488E-001	-2.5103807E-001	3.130294802776057E-002	1.000000000000000E+000	3.1693230E-004	13	-3.2208471E-003	1.1050085E+001	1.306119967004634E+001	-7.8582316E-006	-1.0082201E-007	-7.7574095E-006	-2.4781723E-001	8.0196304E+003	1.0289277E+002	7.9167378E+003
2	1	0	1	0	2.547565636378386E+003	-2.4565487E-001	-2.4606973E-001	3.194144002294993E-002	1.000000000000000E+000	3.2503725E-004	13	-1.3011432E-002	1.1050085E+001	1.331119966373080E+001	-7.8598214E-006	-4.1560389E-007	-7.4442178E-006	-2.3305830E-001	7.7037769E+003	4.0735272E+002	7.2964243E+003
2	1	0	1	0	2.547815636372070E+003	-2.4065487E-001	-2.4108380E-001	3.261963902025489E-002	1.000000000000000E+000	3.3330786E-004	13	-2.2898912E-002	1.1050085E+001	1.356119965741527E+001	-7.8640669E-006	-7.4695424E-007	-7.1171121E-006	-2.1818489E-001	7.3907563E+003	7.0199774E+002	6.6887583E+003
2	1	0	1	0	2.548065636365755E+003	-2.3565486E-001	-2.3607141E-001	3.338753545837403E-002	1.000000000000000E+000	3.4176096E-004	13	-3.2784823E-002	1.1050085E+001	1.381119965109974E+001	-7.8818421E-006	-1.0946045E-006	-6.7872379E-006	-2.0328659E-001	7.0706450E+003	9.8194800E+002	6.0886968E+003
2	1	0	1	0	2.548315636359439E+003	-2.3065487E-001	-2.3107225E-001	3.420012240095360E-002	1.000000000000000E+000	3.5040994E-004	13	-4.2799480E-002	1.1050085E+001	1.406119964478421E+001	-7.9026995E-006	-1.4637475E-006	-6.4389515E-006	-1.8827277E-001	6.7564741E+003	1.2514423E+003	5.5050317E+003
2	1	0	1	0	2.548565636353124E+003	-2.2565486E-001	-2.2606628E-001	3.503355665012048E-002	1.000000000000000E+000	3.5926490E-004	13	-5.2860904E-002	1.1050085E+001	1.431119963846868E+001	-7.9199053E-006	-1.8519055E-006	-6.0680004E-006	-1.7320538E-001	6.4528496E+003	1.5088649E+003	4.9439849E+003
2	1	0	1	0	2.548815636346808E+003	-2.2065485E-001	-2.2105683E-001	3.592896546145330E-002	1.000000000000000E+000	3.6833738E-004	13	-6.3012399E-002	1.1050085E+001	1.456119963215315E+001	-7.9423435E-006	-2.2639704E-006	-5.6783729E-006	-1.5804443E-001	6.1526079E+003	1.7538049E+003	4.3988027E+003
2	1	0	1	0	2.549065636340492E+003	-2.1565484E-001	-2.1606489E-001	3.686519862757709E-002	1.000000000000000E+000	3.7763521E-004	13	-7.3208168E-002	1.1050085E+001	1.481119962583762E+001	-7.9652746E-006	-2.6988337E-006	-5.2664413E-006	-1.4285672E-001	5.8609443E+003	1.9858341E+003	3.8751104E+003
2	1	0	1	0	2.549315636334177E+003	-2.1065485E-001	-2.1104993E-001	3.791853924738065E-002	1.000000000000000E+000	3.8718103E-004	13	-8.3522409E-002	1.1050085E+001	1.506119961952209E+001	-8.0027048E-006	-3.1670477E-006	-4.8356574E-006	-1.2752752E-001	5.5658770E+003	2.2026799E+003	3.3631970E+003
2	1	0	1	0	2.549565636327861E+003	-2.0565484E-001	-2.0607764E-001	3.903965682478741E-002	1.000000000000000E+000	3.9700075E-004	13	-9.3916386E-002	1.1050085E+001	1.531119961320655E+001	-8.0452000E-006	-3.6664635E-006	-4.3787368E-006	-1.1216125E-001	5.2786743E+003	2.4056663E+003	2.8730081E+003
2	1	0	1	0	2.549815636321546E+003	-2.0065485E-001	-2.0108314E-001	4.057121890372162E-002	1.000000000000000E+000	4.0715357E-004	13	-1.0451400E-001	1.1050085E+001	1.556119960689102E+001	-8.1581884E-006	-4.2402603E-006	-3.9179276E-006	-9.6569143E-002	4.9563003E+003	2.5760625E+003	2.3802375E+003
2	1	0	1	0	2.550065636315230E+003	-1.9565484E-001	-1.9607669E-001	4.151103404575485E-002	1.000000000000000E+000	4.1761500E-004	13	-1.1509183E-001	1.1050085E+001	1.581119960057549E+001	-8.1393464E-006	-4.7775807E-006	-3.3617653E-006	-8.0984861E-002	4.7234839E+003	2.7725601E+003	1.9509237E+003
2	1	0	1	0	2.550315636308915E+003	-1.9065484E-001	-1.9107559E-001	4.285537401613426E-002	1.000000000000000E+000	4.2836182E-004	13	-1.2576836E-001	1.1050085E+001	1.606119959425996E+001	-8.1886164E-006	-5.3898502E-006	-2.7987658E-006	-6.5307230E-002	4.4586147E+003	2.9347163E+003	1.5238983E+003
2	1	0	1	0	2.550565636302599E+003	-1.8565483E-001	-1.8607624E-001	4.437452450562540E-002	1.000000000000000E+000	4.3946554E-004	13	-1.3656303E-001	1.1050085E+001	1.631119958794443E+001	-8.2570450E-006	-6.0599195E-006	-2.1971250E-006	-4.9513206E-002	4.1933125E+003	3.0775098E+003	1.1158025E+003
2	1	0	1	0	2.550815636296284E+003	-1.8065482E-001	-1.8106246E-001	4.598424048638172E-002	1.000000000000000E+000	4.5095899E-004	13	-1.4744395E-001	1.1050085E+001	1.656119958162890E+001	-8.3260193E-006	-6.7800979E-006	-1.5459217E-006	-3.3618510E-002	3.9374895E+003	3.2064019E+003	7.3108765E+002
2	1	0	1	0	2.551065636289968E+003	-1.7565480E-001	-1.7607269E-001	4.792342209621492E-002	1.000000000000000E+000	4.6289843E-004	13	-1.5849335E-001	1.1050085E+001	1.681119957531337E+001	-8.4380054E-006	-7.5955440E-006	-8.4246176E-007	-1.7579332E-002	3.6740425E+003	3.3072212E+003	3.6682129E+002
2	1	0	1	0	2.551315636283652E+003	-1.7065479E-001	-1.7104925E-001	4.995059519911160E-002	1.000000000000000E+000	4.7534163E-004	13	-1.6980852E-001	1.1050085E+001	1.706119956899784E+001	-8.5440115E-006	-8.4820367E-006	-6.1975214E-008	-1.2407303E-003	3.4243687E+003	3.3995295E+003	2.4839149E+001
2	1	0	1	0	2.551565636277337E+003	-1.6565479E-001	-1.6607152E-001	5.201581846542522E-002	1.000000000000000E+000	4.8828876E-004	13	-1.8118857E-001	1.1050085E+001	1.731119956268230E+001	-8.6383461E-006	-9.4246716E-006	7.8632570E-007	1.5117049E-002	3.1927119E+003	3.4833359E+003	2.9062408E+002
2	1	0	1	0	2.551815636271021E+003	-1.6065480E-001	-1.6108328E-001	5.449765906225737E-002	1.000000000000000E+000	5.0180469E-004	13	-1.9272304E-001	1.1050085E+001	1.756119955636677E+001	-8.7786620E-006	-1.0502954E-005	1.7242926E-006	3.1639755E-002	2.9557834E+003	3.5363545E+003	5.8057092E+002
