EC-Lab ASCII FILE
Nb header lines : 64                          

Cyclic Voltammetry

Run on channel : 1 (SN 69801)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -2.50 V, max = 2.50 V
Safety Limits :
	Do not start on E overload
Acquisition started on :
Loaded Setting File :
Saved on :
	File :
	Directory :
	Host :
Device :
Address : USB
EC-LAB for windows v11.52 (software)
Internet server v11.52 (firmware)
Command interpretor v11.50 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Mass of active material : 0.001 mg
 at x = 0.000
Molecular weight of active material (at x = 0) : 0.001 g/mol
Atomic weight of intercalated ion : 0.001 g/mol
Acquisition started at : xo = 0.000
Number of e- transfered per intercalated ion : 1
for DX = 1, DQ = 26.801 mA.h
Battery capacity : 0.000 A.h
Electrode surface area : 0.000 cm²
Characteristic mass : 0.001 g
Volume (V) : 0.001 cm³
Record Ece
Cycle Definition : Charge/Discharge alternance
Ei (V)              -0.540              
vs.                 Ref                 
dE/dt               20.000              
dE/dt unit          mV/s                
E1 (V)              0.360               
vs.                 Ref                 
Step percent        50                  
N                   50                  
E range min (V)     -2.500              
E range max (V)     2.500               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           7                   
E2 (V)              -0.840              
vs.                 Ref                 
nc cycles           1                   
Reverse Scan        1                   
Ef (V)              -0.740              
vs.                 Ref                 

mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	<Ece>/V	Rcmp/Ohm	step time/s	Pwe/W	Pce/W	Pwe-ce/W	Ewe-Ece/V	Rwe/Ohm	Rce/Ohm	Rwe-ce/Ohm	
2	1	0	1	0	1.828491454498762E+003	-4.9062857E-001	-4.9092883E-001	2.293415057083259E-002	1.000000000000000E+000	5.5463795E-005	13	-8.5819326E-002	5.2064056E+000	2.283199942321516E+000	-1.1259036E-005	-1.9681934E-006	-9.2908422E-006	-4.0510949E-001	2.1406018E+004	3.7419885E+003	1.7664029E+004
2	1	0	1	0	1.828741454492447E+003	-4.8562858E-001	-4.8592910E-001	2.322780602290076E-002	1.000000000000000E+000	6.1544131E-005	13	-9.3421541E-002	5.2064056E+000	2.533199936005985E+000	-1.1287067E-005	-2.1699775E-006	-9.1170896E-006	-3.9250755E-001	2.0920146E+004	4.0219702E+003	1.6898176E+004
2	1	0	1	0	1.828991454486131E+003	-4.8062855E-001	-4.8092785E-001	2.352822037907895E-002	1.000000000000000E+000	6.7700996E-005	13	-1.0085826E-001	5.2064056E+000	2.783199929690454E+000	-1.1315376E-005	-2.3730154E-006	-8.9423611E-006	-3.8006961E-001	2.0440469E+004	4.2866929E+003	1.6153775E+004
2	1	0	1	0	1.829241454479816E+003	-4.7562855E-001	-4.7595257E-001	2.382083235356922E-002	1.000000000000000E+000	7.3930496E-005	13	-1.0805713E-001	5.2064056E+000	3.033199923374923E+000	-1.1337586E-005	-2.5740110E-006	-8.7635754E-006	-3.6789542E-001	1.9980518E+004	4.5362451E+003	1.5444272E+004
2	1	0	1	0	1.829491454473500E+003	-4.7062853E-001	-4.7095835E-001	2.407690229687898E-002	1.000000000000000E+000	8.0229031E-005	13	-1.1508637E-001	5.2064056E+000	3.283199917059392E+000	-1.1339218E-005	-2.7709232E-006	-8.5682950E-006	-3.5587198E-001	1.9560588E+004	4.7799492E+003	1.4780639E+004
2	1	0	1	0	1.829741454467185E+003	-4.6562856E-001	-4.6591836E-001	2.437365135268260E-002	1.000000000000000E+000	8.6598782E-005	13	-1.2193705E-001	5.2064056E+000	3.533199910743860E+000	-1.1356132E-005	-2.9720511E-006	-8.3840805E-006	-3.4398133E-001	1.9115656E+004	5.0028223E+003	1.4112835E+004
2	1	0	1	0	1.829991454460869E+003	-4.6062851E-001	-4.6094307E-001	2.474135646737535E-002	1.000000000000000E+000	9.3051123E-005	13	-1.2859660E-001	5.2064056E+000	3.783199904428330E+000	-1.1404357E-005	-3.1816544E-006	-8.2227025E-006	-3.3234647E-001	1.8630469E+004	5.1976377E+003	1.3432831E+004
2	1	0	1	0	1.830241454454554E+003	-4.5562854E-001	-4.5592034E-001	2.507139422865851E-002	1.000000000000000E+000	9.9592173E-005	13	-1.3506889E-001	5.2064056E+000	4.033199898112798E+000	-1.1430559E-005	-3.3863655E-006	-8.0441932E-006	-3.2085145E-001	1.8184881E+004	5.3873706E+003	1.2797511E+004
2	1	0	1	0	1.830491454448238E+003	-4.5062849E-001	-4.5094708E-001	2.538508450815152E-002	1.000000000000000E+000	1.0620872E-004	13	-1.4138946E-001	5.2064056E+000	4.283199891797267E+000	-1.1447330E-005	-3.5891833E-006	-7.8581461E-006	-3.0955762E-001	1.7764254E+004	5.5697847E+003	1.2194469E+004
2	1	0	1	0	1.830741454441923E+003	-4.4562855E-001	-4.4591090E-001	2.573194161380602E-002	1.000000000000000E+000	1.1290643E-004	13	-1.4752015E-001	5.2064056E+000	4.533199885481736E+000	-1.1474153E-005	-3.7959801E-006	-7.6781735E-006	-2.9839075E-001	1.7329080E+004	5.7329585E+003	1.1596122E+004
2	1	0	1	0	1.830991454435607E+003	-4.4062850E-001	-4.4092071E-001	2.612572100384131E-002	1.000000000000000E+000	1.1969814E-004	13	-1.5352753E-001	5.2064056E+000	4.783199879166205E+000	-1.1519372E-005	-4.0110172E-006	-7.5083540E-006	-2.8739318E-001	1.6876883E+004	5.8764897E+003	1.1000393E+004
2	1	0	1	0	1.831241454429292E+003	-4.3562853E-001	-4.3595031E-001	2.650525591013082E-002	1.000000000000000E+000	1.2658854E-004	13	-1.5941715E-001	5.2064056E+000	5.033199872850673E+000	-1.1554975E-005	-4.2253923E-006	-7.3295819E-006	-2.7653316E-001	1.6447693E+004	6.0145488E+003	1.0433145E+004
2	1	0	1	0	1.831491454422976E+003	-4.3062851E-001	-4.3093932E-001	2.691603433198241E-002	1.000000000000000E+000	1.3357244E-004	13	-1.6514686E-001	5.2064056E+000	5.283199866535142E+000	-1.1599177E-005	-4.4450985E-006	-7.1540790E-006	-2.6579246E-001	1.6010506E+004	6.1356313E+003	9.8748740E+003
2	1	0	1	0	1.831741454416660E+003	-4.2562851E-001	-4.2592943E-001	2.725972634420232E-002	1.000000000000000E+000	1.4065071E-004	13	-1.7077142E-001	5.2064056E+000	5.533199860219611E+000	-1.1610719E-005	-4.6551822E-006	-6.9555376E-006	-2.5515801E-001	1.5624860E+004	6.2646050E+003	9.3602559E+003
2	1	0	1	0	1.831991454410345E+003	-4.2062852E-001	-4.2094553E-001	2.763039847522286E-002	1.000000000000000E+000	1.4782358E-004	13	-1.7631462E-001	5.2064056E+000	5.783199853904079E+000	-1.1630893E-005	-4.8716433E-006	-6.7592491E-006	-2.4463090E-001	1.5234870E+004	6.3811826E+003	8.8536875E+003
2	1	0	1	0	1.832241454404029E+003	-4.1562849E-001	-4.1594365E-001	2.805694594003619E-002	1.000000000000000E+000	1.5509228E-004	13	-1.8172309E-001	5.2064056E+000	6.033199847588548E+000	-1.1670109E-005	-5.0985950E-006	-6.5715135E-006	-2.3422056E-001	1.4824979E+004	6.4769375E+003	8.3480420E+003
2	1	0	1	0	1.832491454397714E+003	-4.1062847E-001	-4.1091076E-001	2.854584696699505E-002	1.000000000000000E+000	1.6247186E-004	13	-1.8702899E-001	5.2064056E+000	6.283199841273018E+000	-1.1729796E-005	-5.3389008E-006	-6.3908947E-006	-2.2388177E-001	1.4394765E+004	6.5518809E+003	7.8428838E+003
2	1	0	1	0	1.832741454391398E+003	-4.0562850E-001	-4.0588570E-001	2.883874073301505E-002	1.000000000000000E+000	1.6995257E-004	13	-1.9227259E-001	5.2064056E+000	6.533199834957486E+000	-1.1705232E-005	-5.5448995E-006	-6.1603332E-006	-2.1361311E-001	1.4074321E+004	6.6671631E+003	7.4071577E+003
2	1	0	1	0	1.832991454385083E+003	-4.0062848E-001	-4.0091249E-001	2.917204751889710E-002	1.000000000000000E+000	1.7751096E-004	13	-1.9744463E-001	5.2064056E+000	6.783199828641955E+000	-1.1695438E-005	-5.7598641E-006	-5.9355739E-006	-2.0346786E-001	1.3743036E+004	6.7682817E+003	6.9747544E+003
2	1	0	1	0	1.833241454378767E+003	-3.9562848E-001	-3.9592299E-001	2.960235695037871E-002	1.000000000000000E+000	1.8516564E-004	13	-2.0252821E-001	5.2064056E+000	7.033199822326423E+000	-1.1720253E-005	-5.9953122E-006	-5.7249413E-006	-1.9339478E-001	1.3374712E+004	6.8416245E+003	6.5330874E+003
2	1	0	1	0	1.833491454372452E+003	-3.9062849E-001	-3.9091197E-001	2.996932856459825E-002	1.000000000000000E+000	1.9291943E-004	13	-2.0755008E-001	5.2064056E+000	7.283199816010893E+000	-1.1715370E-005	-6.2201366E-006	-5.4952325E-006	-1.8336189E-001	1.3043734E+004	6.9254165E+003	6.1183184E+003
2	1	0	1	0	1.833741454366136E+003	-3.8562846E-001	-3.8591686E-001	3.031435198084070E-002	1.000000000000000E+000	2.0076164E-004	13	-2.1251932E-001	5.2064056E+000	7.533199809695361E+000	-1.1698819E-005	-6.4423853E-006	-5.2564342E-006	-1.7339754E-001	1.2730500E+004	7.0105181E+003	5.7199819E+003
2	1	0	1	0	1.833991454359820E+003	-3.8062847E-001	-3.8090816E-001	3.062109890169007E-002	1.000000000000000E+000	2.0868804E-004	13	-2.1745060E-001	5.2064056E+000	7.783199803379830E+000	-1.1663827E-005	-6.6585762E-006	-5.0052499E-006	-1.6345756E-001	1.2439402E+004	7.1013325E+003	5.3380698E+003
2	1	0	1	0	1.834241454353505E+003	-3.7562847E-001	-3.7591833E-001	3.090421918646580E-002	1.000000000000000E+000	2.1669008E-004	13	-2.2232790E-001	5.2064056E+000	8.033199797064298E+000	-1.1617462E-005	-6.8708700E-006	-4.7465924E-006	-1.5359043E-001	1.2163980E+004	7.1940957E+003	4.9698853E+003
2	1	0	1	0	1.834491454347189E+003	-3.7062845E-001	-3.7089816E-001	3.124377345286175E-002	1.000000000000000E+000	2.2476625E-004	13	-2.2714728E-001	5.2064056E+000	8.283199790748768E+000	-1.1588258E-005	-7.0969381E-006	-4.4913199E-006	-1.4375088E-001	1.1871106E+004	7.2701616E+003	4.6009448E+003
2	1	0	1	0	1.834741454340874E+003	-3.6562845E-001	-3.6588952E-001	3.151927977011604E-002	1.000000000000000E+000	2.3292437E-004	13	-2.3195821E-001	5.2064056E+000	8.533199784433236E+000	-1.1532574E-005	-7.3111555E-006	-4.2214183E-006	-1.3393131E-001	1.1608436E+004	7.3592485E+003	4.2491870E+003
2	1	0	1	0	1.834991454334558E+003	-3.6062846E-001	-3.6092484E-001	3.181942134658463E-002	1.000000000000000E+000	2.4115673E-004	13	-2.3674874E-001	5.2064056E+000	8.783199778117705E+000	-1.1484420E-005	-7.5332077E-006	-3.9512115E-006	-1.2417610E-001	1.1342910E+004	7.4403848E+003	3.9025254E+003
2	1	0	1	0	1.835241454328243E+003	-3.5562846E-001	-3.5591906E-001	3.205671717989289E-002	1.000000000000000E+000	2.4945266E-004	13	-2.4148974E-001	5.2064056E+000	9.033199771802173E+000	-1.1409596E-005	-7.7413679E-006	-3.6682286E-006	-1.1442932E-001	1.1102792E+004	7.5332021E+003	3.5695896E+003
2	1	0	1	0	1.835491454321927E+003	-3.5062844E-001	-3.5091406E-001	3.230105261207517E-002	1.000000000000000E+000	2.5780921E-004	13	-2.4620770E-001	5.2064056E+000	9.283199765486643E+000	-1.1334893E-005	-7.9527681E-006	-3.3821257E-006	-1.0470636E-001	1.0863858E+004	7.6222808E+003	3.2415774E+003
2	1	0	1	0	1.835741454315612E+003	-3.4562844E-001	-3.4591001E-001	3.258197805147334E-002	1.000000000000000E+000	2.6622965E-004	13	-2.5089002E-001	5.2064056E+000	9.533199759171112E+000	-1.1270433E-005	-8.1744929E-006	-3.0959395E-006	-9.5019996E-002	1.0616605E+004	7.7002695E+003	2.9163359E+003
2	1	0	1	0	1.835991454309296E+003	-3.4062847E-001	-3.4091258E-001	3.278358642417376E-002	1.000000000000000E+000	2.7471047E-004	13	-2.5556722E-001	5.2064056E+000	9.783199752855580E+000	-1.1176337E-005	-8.3784098E-006	-2.7979270E-006	-8.5345358E-002	1.0398880E+004	7.7955845E+003	2.6032954E+003
2	1	0	1	0	1.836241454302981E+003	-3.3562845E-001	-3.3591321E-001	3.300537415906879E-002	1.000000000000000E+000	2.8324578E-004	13	-2.6017722E-001	5.2064056E+000	1.003319974654005E+001	-1.1086941E-005	-8.5872471E-006	-2.4996946E-006	-7.5735986E-002	1.0177531E+004	7.8828745E+003	2.2946563E+003
2	1	0	1	0	1.836491454296665E+003	-3.3062842E-001	-3.3090687E-001	3.317454137418074E-002	1.000000000000000E+000	2.9182291E-004	13	-2.6473951E-001	5.2064056E+000	1.028319974022452E+001	-1.0977684E-005	-8.7826120E-006	-2.1950716E-006	-6.6167355E-002	9.9747236E+003	7.9802012E+003	1.9945221E+003
2	1	0	1	0	1.836741454290350E+003	-3.2562846E-001	-3.2589126E-001	3.342149183264975E-002	1.000000000000000E+000	3.0045639E-004	13	-2.6930571E-001	5.2064056E+000	1.053319973390899E+001	-1.0891772E-005	-9.0005988E-006	-1.8911735E-006	-5.6585550E-002	9.7509492E+003	8.0578604E+003	1.6930887E+003
2	1	0	1	0	1.836991454284034E+003	-3.2062840E-001	-3.2091391E-001	3.369201807349581E-002	1.000000000000000E+000	3.0915721E-004	13	-2.7387941E-001	5.2064056E+000	1.078319972759346E+001	-1.0812238E-005	-9.2275504E-006	-1.5846873E-006	-4.7034502E-002	9.5249238E+003	8.1289106E+003	1.3960132E+003
2	1	0	1	0	1.837241454277719E+003	-3.1562844E-001	-3.1594458E-001	3.389436844419564E-002	1.000000000000000E+000	3.1791744E-004	13	-2.7840850E-001	5.2064056E+000	1.103319972127792E+001	-1.0708742E-005	-9.4364805E-006	-1.2722619E-006	-3.7536085E-002	9.3214473E+003	8.2140049E+003	1.1074431E+003
2	1	0	1	0	1.837491454271403E+003	-3.1062841E-001	-3.1091118E-001	3.412707911750490E-002	1.000000000000000E+000	3.2673395E-004	13	-2.8292346E-001	5.2064056E+000	1.128319971496239E+001	-1.0610491E-005	-9.6553513E-006	-9.5513906E-007	-2.7987719E-002	9.1103955E+003	8.2902920E+003	8.2010297E+002
2	1	0	1	0	1.837741454265088E+003	-3.0562842E-001	-3.0591905E-001	3.444879487803133E-002	1.000000000000000E+000	3.3561591E-004	13	-2.8743276E-001	5.2064056E+000	1.153319970864686E+001	-1.0538542E-005	-9.9017125E-006	-6.3683046E-007	-1.8486291E-002	8.8803994E+003	8.3437686E+003	5.3663098E+002
2	1	0	1	0	1.837991454258772E+003	-3.0062839E-001	-3.0090782E-001	3.478585676762114E-002	1.000000000000000E+000	3.4457920E-004	13	-2.9195902E-001	5.2064056E+000	1.178319970233133E+001	-1.0467336E-005	-1.0156044E-005	-3.1129179E-007	-8.9488029E-003	8.6502920E+003	8.3930381E+003	2.5725406E+002
2	1	0	1	0	1.838241454252457E+003	-2.9562843E-001	-2.9592639E-001	3.517071123877988E-002	1.000000000000000E+000	3.5363488E-004	13	-2.9648948E-001	5.2064056E+000	1.203319969601580E+001	-1.0407942E-005	-1.0427746E-005	1.9804103E-008	5.6308508E-004	8.4140010E+003	8.4300107E+003	1.6010057E+001
2	1	0	1	0	1.838491454246141E+003	-2.9062837E-001	-2.9089016E-001	3.552852429490749E-002	1.000000000000000E+000	3.6277962E-004	13	-3.0102250E-001	5.2064056E+000	1.228319968970027E+001	-1.0334898E-005	-1.0694886E-005	3.5998718E-007	1.0132343E-002	8.1875103E+003	8.4726992E+003	2.8518896E+002
2	1	0	1	0	1.838741454239826E+003	-2.8562841E-001	-2.8588244E-001	3.649789629801859E-002	1.000000000000000E+000	3.7209576E-004	13	-3.0565670E-001	5.2064056E+000	1.253319968338474E+001	-1.0434108E-005	-1.1155827E-005	7.2171883E-007	1.9774258E-002	7.8328472E+003	8.3746387E+003	5.4179175E+002
2	1	0	1	0	1.838991454233510E+003	-2.8062835E-001	-2.8093836E-001	3.668471609977187E-002	1.000000000000000E+000	3.8155497E-004	13	-3.1032282E-001	5.2064056E+000	1.278319967706921E+001	-1.0306144E-005	-1.1384104E-005	1.0779607E-006	2.9384464E-002	7.6581855E+003	8.4591855E+003	8.0100018E+002
2	1	0	1	0	1.839241454227195E+003	-2.7562836E-001	-2.7594826E-001	3.731608594495340E-002	1.000000000000000E+000	3.9111439E-004	13	-3.1500617E-001	5.2064056E+000	1.303319967075367E+001	-1.0297309E-005	-1.1754797E-005	1.4574883E-006	3.9057910E-002	7.3948877E+003	8.4415654E+003	1.0466776E+003
2	1	0	1	0	1.839491454220879E+003	-2.7062833E-001	-2.7091974E-001	3.801330697301453E-002	1.000000000000000E+000	4.0083769E-004	13	-3.1975383E-001	5.2064056E+000	1.328319966443814E+001	-1.0298555E-005	-1.2154900E-005	1.8563451E-006	4.8834085E-002	7.1269712E+003	8.4116289E+003	1.2846576E+003
2	1	0	1	0	1.839741454214564E+003	-2.6562837E-001	-2.6593015E-001	3.867847415330367E-002	1.000000000000000E+000	4.1073808E-004	13	-3.2456842E-001	5.2064056E+000	1.353319965812261E+001	-1.0285772E-005	-1.2553811E-005	2.2680390E-006	5.8638275E-002	6.8754043E+003	8.3914482E+003	1.5160442E+003
2	1	0	1	0	1.839991454208248E+003	-2.6062834E-001	-2.6092672E-001	3.952249648290229E-002	1.000000000000000E+000	4.2082981E-004	13	-3.2947770E-001	5.2064056E+000	1.378319965180708E+001	-1.0312476E-005	-1.3021781E-005	2.7093056E-006	6.8550974E-002	6.6019800E+003	8.3364600E+003	1.7344799E+003
2	1	0	1	0	1.840241454201932E+003	-2.5562835E-001	-2.5592384E-001	4.045425917791712E-002	1.000000000000000E+000	4.3113585E-004	13	-3.3450183E-001	5.2064056E+000	1.403319964549155E+001	-1.0353209E-005	-1.3532024E-005	3.1788145E-006	7.8577995E-002	6.3262520E+003	8.2686436E+003	1.9423911E+003
2	1	0	1	0	1.840491454195617E+003	-2.5062835E-001	-2.5090656E-001	4.137159954854747E-002	1.000000000000000E+000	4.4166762E-004	13	-3.3958071E-001	5.2064056E+000	1.428319963917602E+001	-1.0380406E-005	-1.4048997E-005	3.6685917E-006	8.8674158E-002	6.0647051E+003	8.2080635E+003	2.1433582E+003
2	1	0	1	0	1.840741454189301E+003	-2.4562834E-001	-2.4591385E-001	4.232616606010065E-002	1.000000000000000E+000	4.5243889E-004	13	-3.4473976E-001	5.2064056E+000	1.453319963286049E+001	-1.0408590E-005	-1.4591513E-005	4.1829221E-006	9.8825917E-002	5.8099722E+003	8.1448379E+003	2.3348657E+003
2	1	0	1	0	1.840991454182986E+003	-2.4062833E-001	-2.4092557E-001	4.328368190394075E-002	1.000000000000000E+000	4.6345373E-004	13	-3.5003209E-001	5.2064056E+000	1.478319962654495E+001	-1.0428145E-005	-1.5150677E-005	4.7225321E-006	1.0910653E-001	5.5661987E+003	8.0869297E+003	2.5207312E+003
2	1	0	1	0	1.841241454176670E+003	-2.3562832E-001	-2.3592292E-001	4.440290430167932E-002	1.000000000000000E+000	4.7472620E-004	13	-3.5543841E-001	5.2064056E+000	1.503319962022942E+001	-1.0475663E-005	-1.5782498E-005	5.3068352E-006	1.1951549E-001	5.3132314E+003	8.0048462E+003	2.6916143E+003
2	1	0	1	0	1.841491454170355E+003	-2.3062834E-001	-2.3090759E-001	4.546506290298716E-002	1.000000000000000E+000	4.8627073E-004	13	-3.6092165E-001	5.2064056E+000	1.528319961391389E+001	-1.0498228E-005	-1.6409325E-005	5.9110976E-006	1.3001406E-001	5.0787920E+003	7.9384395E+003	2.8596477E+003
2	1	0	1	0	1.841741454164039E+003	-2.2562833E-001	-2.2590785E-001	4.658741637158415E-002	1.000000000000000E+000	4.9808732E-004	13	-3.6651394E-001	5.2064056E+000	1.553319960759836E+001	-1.0524463E-005	-1.7074937E-005	6.5504746E-006	1.4060609E-001	4.8491172E+003	7.8672305E+003	3.0181130E+003
2	1	0	1	0	1.841991454157724E+003	-2.2062834E-001	-2.2092055E-001	4.765223992076168E-002	1.000000000000000E+000	5.1017740E-004	13	-3.7222815E-001	5.2064056E+000	1.578319960128283E+001	-1.0527359E-005	-1.7737504E-005	7.2101461E-006	1.5130760E-001	4.6361001E+003	7.8113462E+003	3.1752463E+003
2	1	0	1	0	1.842241454151408E+003	-2.1562833E-001	-2.1591675E-001	4.872728970620888E-002	1.000000000000000E+000	5.2253710E-004	13	-3.7801638E-001	5.2064056E+000	1.603319959496730E+001	-1.0521038E-005	-1.8419714E-005	7.8986759E-006	1.6209963E-001	4.4311260E+003	7.7577964E+003	3.3266704E+003
2	1	0	1	0	1.842491454145092E+003	-2.1062833E-001	-2.1090552E-001	4.988022947519244E-002	1.000000000000000E+000	5.3516834E-004	13	-3.8387743E-001	5.2064056E+000	1.628319958865177E+001	-1.0520016E-005	-1.9147894E-005	8.6278778E-006	1.7297190E-001	4.2282388E+003	7.6959834E+003	3.4677449E+003
2	1	0	1	0	1.842741454138777E+003	-2.0562832E-001	-2.0592208E-001	5.104654252712892E-002	1.000000000000000E+000	5.4809195E-004	13	-3.8985759E-001	5.2064056E+000	1.653319958233624E+001	-1.0511611E-005	-1.9900883E-005	9.3892713E-006	1.8393551E-001	4.0340063E+003	7.6372969E+003	3.6032903E+003
2	1	0	1	0	1.842991454132461E+003	-2.0062831E-001	-2.0092005E-001	5.211113612674401E-002	1.000000000000000E+000	5.6129781E-004	13	-3.9594257E-001	5.2064056E+000	1.678319957602071E+001	-1.0470172E-005	-2.0633017E-005	1.0162846E-005	1.9502252E-001	3.8556067E+003	7.5980415E+003	3.7424346E+003
2	1	0	1	0	1.843241454126146E+003	-1.9562832E-001	-1.9593142E-001	5.317331733638242E-002	1.000000000000000E+000	5.7477009E-004	13	-4.0209025E-001	5.2064056E+000	1.703319956970517E+001	-1.0418324E-005	-2.1380472E-005	1.0962149E-005	2.0615883E-001	3.6847695E+003	7.5618799E+003	3.8771106E+003
2	1	0	1	0	1.843491454119830E+003	-1.9062831E-001	-1.9090226E-001	5.433869885825615E-002	1.000000000000000E+000	5.8852101E-004	13	-4.0833044E-001	5.2064056E+000	1.728319956338964E+001	-1.0373381E-005	-2.2188146E-005	1.1814765E-005	2.1742818E-001	3.5131917E+003	7.5145420E+003	4.0013503E+003
