EC-Lab ASCII FILE
Nb header lines : 64                          

Cyclic Voltammetry

Run on channel : 1 (SN 69763)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -2.50 V, max = 2.50 V
Safety Limits :
	Do not start on E overload
Acquisition started on :
Loaded Setting File :
Saved on :
	File :
	Directory :
	Host :
Device :
Address : USB
EC-LAB for windows v11.52 (software)
Internet server v11.52 (firmware)
Command interpretor v11.50 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Mass of active material : 0.001 mg
 at x = 0.000
Molecular weight of active material (at x = 0) : 0.001 g/mol
Atomic weight of intercalated ion : 0.001 g/mol
Acquisition started at : xo = 0.000
Number of e- transfered per intercalated ion : 1
for DX = 1, DQ = 26.801 mA.h
Battery capacity : 0.000 A.h
Electrode surface area : 0.000 cm²
Characteristic mass : 0.001 g
Volume (V) : 0.001 cm³
Record Ece
Cycle Definition : Charge/Discharge alternance
Ei (V)              -0.530              
vs.                 Ref                 
dE/dt               20.000              
dE/dt unit          mV/s                
E1 (V)              0.370               
vs.                 Ref                 
Step percent        50                  
N                   50                  
E range min (V)     -2.500              
E range max (V)     2.500               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           7                   
E2 (V)              -0.830              
vs.                 Ref                 
nc cycles           1                   
Reverse Scan        1                   
Ef (V)              -0.730              
vs.                 Ref                 

mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	<Ece>/V	Rcmp/Ohm	step time/s	Pwe/W	Pce/W	Pwe-ce/W	Ewe-Ece/V	Rwe/Ohm	Rce/Ohm	Rwe-ce/Ohm	
2	1	0	1	0	2.844032028837937E+003	-4.5558313E-001	-4.5617709E-001	1.905636375589409E-002	1.000000000000000E+000	7.0021822E-005	13	1.5067749E-001	6.8282123E+000	3.537199910642812E+000	-8.6930768E-006	2.8713650E-006	-1.1564442E-005	-6.0685456E-001	2.3938307E+004	7.9069380E+003	3.1845244E+004
2	1	0	1	0	2.844282028831621E+003	-4.5058319E-001	-4.5116487E-001	1.928803161203192E-002	1.000000000000000E+000	7.5110460E-005	13	1.4313787E-001	6.8282123E+000	3.787199904327281E+000	-8.7020826E-006	2.7608478E-006	-1.1462930E-005	-5.9430277E-001	2.3390924E+004	7.4210723E+003	3.0811996E+004
2	1	0	1	0	2.844532028825306E+003	-4.4558313E-001	-4.4616589E-001	1.944100513157831E-002	1.000000000000000E+000	8.0249112E-005	13	1.3570456E-001	6.8282123E+000	4.037199898011750E+000	-8.6739137E-006	2.6382331E-006	-1.1312147E-005	-5.8187044E-001	2.2949734E+004	6.9803267E+003	2.9930061E+004
2	1	0	1	0	2.844782028818990E+003	-4.4058317E-001	-4.4117203E-001	1.960103899132798E-002	1.000000000000000E+000	8.5425396E-005	13	1.2840562E-001	6.8282123E+000	4.287199891696218E+000	-8.6474301E-006	2.5168836E-006	-1.1164314E-005	-5.6957763E-001	2.2507584E+004	6.5509595E+003	2.9058543E+004
2	1	0	1	0	2.845032028812675E+003	-4.3558314E-001	-4.3617067E-001	1.981034389654263E-002	1.000000000000000E+000	9.0648602E-005	13	1.2123446E-001	6.8282123E+000	4.537199885380687E+000	-8.6406908E-006	2.4016963E-006	-1.1042387E-005	-5.5740511E-001	2.2017318E+004	6.1197554E+003	2.8137074E+004
2	1	0	1	0	2.845282028806359E+003	-4.3058315E-001	-4.3118000E-001	1.995118169096581E-002	1.000000000000000E+000	9.5916199E-005	13	1.1423013E-001	6.8282123E+000	4.787199879065156E+000	-8.6025502E-006	2.2790259E-006	-1.0881577E-005	-5.4541016E-001	2.1611752E+004	5.7254819E+003	2.7337234E+004
2	1	0	1	0	2.845532028800044E+003	-4.2558315E-001	-4.2618278E-001	2.015912884903351E-002	1.000000000000000E+000	1.0122461E-004	13	1.0735155E-001	6.8282123E+000	5.037199872749625E+000	-8.5914735E-006	2.1641138E-006	-1.0755587E-005	-5.3353435E-001	2.1140932E+004	5.3252075E+003	2.6466141E+004
2	1	0	1	0	2.845782028793728E+003	-4.2058313E-001	-4.2117381E-001	2.035497101245551E-002	1.000000000000000E+000	1.0658492E-004	13	1.0060985E-001	6.8282123E+000	5.287199866434093E+000	-8.5729807E-006	2.0479106E-006	-1.0620892E-005	-5.2178365E-001	2.0691447E+004	4.9427656E+003	2.5634213E+004
2	1	0	1	0	2.846032028787413E+003	-4.1558310E-001	-4.1618004E-001	2.053178422355734E-002	1.000000000000000E+000	1.1198859E-004	13	9.4007060E-002	6.8282123E+000	5.537199860118563E+000	-8.5449192E-006	1.9301326E-006	-1.0475052E-005	-5.1018709E-001	2.0270037E+004	4.5786113E+003	2.4848648E+004
2	1	0	1	0	2.846282028781097E+003	-4.1058314E-001	-4.1118589E-001	2.080728934498094E-002	1.000000000000000E+000	1.1744860E-004	13	8.7467827E-002	6.8282123E+000	5.787199853803031E+000	-8.5556640E-006	1.8199684E-006	-1.0375632E-005	-4.9865371E-001	1.9761627E+004	4.2037109E+003	2.3965338E+004
2	1	0	1	0	2.846532028774782E+003	-4.0558311E-001	-4.0616390E-001	2.091242111094788E-002	1.000000000000000E+000	1.2296045E-004	13	8.1036404E-002	6.8282123E+000	6.037199847487500E+000	-8.4938702E-006	1.6946674E-006	-1.0188538E-005	-4.8720032E-001	1.9422137E+004	3.8750369E+003	2.3297174E+004
2	1	0	1	0	2.846782028768466E+003	-4.0058312E-001	-4.0116259E-001	2.113118174693351E-002	1.000000000000000E+000	1.2851291E-004	13	7.4705273E-002	6.8282123E+000	6.287199841171969E+000	-8.4770400E-006	1.5786107E-006	-1.0055651E-005	-4.7586787E-001	1.8984391E+004	3.5353098E+003	2.2519699E+004
2	1	0	1	0	2.847032028762151E+003	-3.9558309E-001	-3.9614314E-001	2.131369232032210E-002	1.000000000000000E+000	1.3411634E-004	13	6.8435080E-002	6.8282123E+000	6.537199834856438E+000	-8.4432731E-006	1.4586043E-006	-9.9018771E-006	-4.6457821E-001	1.8586322E+004	3.2108506E+003	2.1797172E+004
2	1	0	1	0	2.847282028755835E+003	-3.9058310E-001	-3.9114490E-001	2.146898312763435E-002	1.000000000000000E+000	1.3976055E-004	13	6.2233739E-002	6.8282123E+000	6.787199828540906E+000	-8.3974837E-006	1.3360951E-006	-9.7335787E-006	-4.5337865E-001	1.8219070E+004	2.8987744E+003	2.1117844E+004
2	1	0	1	0	2.847532028749520E+003	-3.8558310E-001	-3.8617092E-001	2.164936918990240E-002	1.000000000000000E+000	1.4544500E-004	13	5.6095324E-002	6.8282123E+000	7.037199822225375E+000	-8.3603572E-006	1.2144284E-006	-9.5747855E-006	-4.4226626E-001	1.7837514E+004	2.5910835E+003	2.0428598E+004
2	1	0	1	0	2.847782028743204E+003	-3.8058311E-001	-3.8116735E-001	2.185208352241466E-002	1.000000000000000E+000	1.5117900E-004	13	4.9995188E-002	6.8282123E+000	7.287199815909844E+000	-8.3293007E-006	1.0924990E-006	-9.4217994E-006	-4.3116254E-001	1.7443066E+004	2.2878911E+003	1.9730957E+004
2	1	0	1	0	2.848032028736889E+003	-3.7558308E-001	-3.7617666E-001	2.204467584204811E-002	1.000000000000000E+000	1.5696106E-004	13	4.3943591E-002	6.8282123E+000	7.537199809594313E+000	-8.2926927E-006	9.6872225E-007	-9.2614146E-006	-4.2012024E-001	1.7064285E+004	1.9933879E+003	1.9057674E+004
2	1	0	1	0	2.848282028730573E+003	-3.7058309E-001	-3.7116656E-001	2.225281413981922E-002	1.000000000000000E+000	1.6279385E-004	13	3.7940074E-002	6.8282123E+000	7.787199803278781E+000	-8.2595006E-006	8.4427342E-007	-9.1037737E-006	-4.0910664E-001	1.6679533E+004	1.7049562E+003	1.8384490E+004
2	1	0	1	0	2.848532028724258E+003	-3.6558306E-001	-3.6617962E-001	2.237997470553460E-002	1.000000000000000E+000	1.6866984E-004	13	3.1981207E-002	6.8282123E+000	8.037199796963250E+000	-8.1950902E-006	7.1573862E-007	-8.9108289E-006	-3.9816082E-001	1.6361932E+004	1.4290100E+003	1.7790941E+004
2	1	0	1	0	2.848782028717942E+003	-3.6058310E-001	-3.6117089E-001	2.263138186365526E-002	1.000000000000000E+000	1.7459322E-004	13	2.6070144E-002	6.8282123E+000	8.287199790647720E+000	-8.1737962E-006	5.9000337E-007	-8.7638000E-006	-3.8724104E-001	1.5958853E+004	1.1519467E+003	1.7110799E+004
2	1	0	1	0	2.849032028711627E+003	-3.5558307E-001	-3.5617217E-001	2.271969763714149E-002	1.000000000000000E+000	1.8055981E-004	13	2.0168701E-002	6.8282123E+000	8.537199784332188E+000	-8.0921245E-006	4.5822679E-007	-8.5503507E-006	-3.7634087E-001	1.5676801E+004	8.8771875E+002	1.6564520E+004
2	1	0	1	0	2.849282028705311E+003	-3.5058308E-001	-3.5117301E-001	2.291597229615512E-002	1.000000000000000E+000	1.8656249E-004	13	1.4336382E-002	6.8282123E+000	8.787199778016657E+000	-8.0474711E-006	3.2853214E-007	-8.3760033E-006	-3.6550939E-001	1.5324378E+004	6.2560651E+002	1.5949984E+004
2	1	0	1	0	2.849532028698996E+003	-3.4558308E-001	-3.4616637E-001	2.309531069061327E-002	1.000000000000000E+000	1.9260673E-004	13	8.5171433E-003	6.8282123E+000	9.037199771701125E+000	-7.9948195E-006	1.9670607E-007	-8.1915259E-006	-3.5468352E-001	1.4988600E+004	3.6878238E+002	1.5357382E+004
2	1	0	1	0	2.849782028692680E+003	-3.4058306E-001	-3.4115946E-001	2.320335082730400E-002	1.000000000000000E+000	1.9868938E-004	13	2.7456265E-003	6.8282123E+000	9.287199765385594E+000	-7.9160427E-006	6.3707738E-008	-7.9797501E-006	-3.4390509E-001	1.4703025E+004	1.1832888E+002	1.4821354E+004
2	1	0	1	0	2.850032028686364E+003	-3.3558306E-001	-3.3618048E-001	2.341985979891970E-002	1.000000000000000E+000	2.0481259E-004	13	-2.9888214E-003	6.8282123E+000	9.537199759070063E+000	-7.8733001E-006	-6.9997775E-008	-7.8033017E-006	-3.3319166E-001	1.4354504E+004	1.2761909E+002	1.4226885E+004
2	1	0	1	0	2.850282028680049E+003	-3.3058304E-001	-3.3116570E-001	2.355623408973054E-002	1.000000000000000E+000	2.1097892E-004	13	-8.6953100E-003	6.8282123E+000	9.787199752754532E+000	-7.8010171E-006	-2.0482875E-007	-7.5961880E-006	-3.2247040E-001	1.4058517E+004	3.6912988E+002	1.3689387E+004
2	1	0	1	0	2.850532028673733E+003	-3.2558304E-001	-3.2619119E-001	2.369498445368923E-002	1.000000000000000E+000	2.1718284E-004	13	-1.4358799E-002	6.8282123E+000	1.003719974643900E+001	-7.7290952E-006	-3.4023151E-007	-7.3888637E-006	-3.1183240E-001	1.3766255E+004	6.0598474E+002	1.3160270E+004
2	1	0	1	0	2.850782028667418E+003	-3.2058305E-001	-3.2118091E-001	2.392366038853955E-002	1.000000000000000E+000	2.2343290E-004	13	-2.0012062E-002	6.8282123E+000	1.028719974012347E+001	-7.6838232E-006	-4.7876176E-007	-7.2050611E-006	-3.0116886E-001	1.3425241E+004	8.3649664E+002	1.2588744E+004
2	1	0	1	0	2.851032028661102E+003	-3.1558305E-001	-3.1617352E-001	2.403988616444413E-002	1.000000000000000E+000	2.2972477E-004	13	-2.5638562E-002	6.8282123E+000	1.053719973380794E+001	-7.6007755E-006	-6.1634813E-007	-6.9844273E-006	-2.9053497E-001	1.3152039E+004	1.0665010E+003	1.2085538E+004
2	1	0	1	0	2.851282028654787E+003	-3.1058306E-001	-3.1119031E-001	2.425059169724098E-002	1.000000000000000E+000	2.3605814E-004	13	-3.1236453E-002	6.8282123E+000	1.078719972749241E+001	-7.5465491E-006	-7.5750245E-007	-6.7890464E-006	-2.7995387E-001	1.2832277E+004	1.2880697E+003	1.1544207E+004
2	1	0	1	0	2.851532028648471E+003	-3.0558303E-001	-3.0619144E-001	2.443476316683818E-002	1.000000000000000E+000	2.4243738E-004	13	-3.6818206E-002	6.8282123E+000	1.103719972117688E+001	-7.4817153E-006	-8.9964414E-007	-6.5820714E-006	-2.6937324E-001	1.2530977E+004	1.5067961E+003	1.1024181E+004
2	1	0	1	0	2.851782028642156E+003	-3.0058303E-001	-3.0118465E-001	2.465571156468521E-002	1.000000000000000E+000	2.4886680E-004	13	-4.2387065E-002	6.8282123E+000	1.128719971486134E+001	-7.4259219E-006	-1.0450832E-006	-6.3808388E-006	-2.5879759E-001	1.2215614E+004	1.7191581E+003	1.0496456E+004
2	1	0	1	0	2.852032028635840E+003	-2.9558301E-001	-2.9616755E-001	2.491557533966810E-002	1.000000000000000E+000	2.5535849E-004	13	-4.7960296E-002	6.8282123E+000	1.153719970854581E+001	-7.3791848E-006	-1.1949584E-006	-6.1842265E-006	-2.4820726E-001	1.1886844E+004	1.9249122E+003	9.9619316E+003
2	1	0	1	0	2.852282028629524E+003	-2.9058301E-001	-2.9117998E-001	2.515369608957144E-002	1.000000000000000E+000	2.6191413E-004	13	-5.3524751E-002	6.8282123E+000	1.178719970223028E+001	-7.3242527E-006	-1.3463454E-006	-5.9779077E-006	-2.3765524E-001	1.1576032E+004	2.1279080E+003	9.4481240E+003
2	1	0	1	0	2.852532028623209E+003	-2.8558302E-001	-2.8619498E-001	2.547377905551796E-002	1.000000000000000E+000	2.6854093E-004	13	-5.9091870E-002	6.8282123E+000	1.203719969591475E+001	-7.2904677E-006	-1.5052932E-006	-5.7851744E-006	-2.2710311E-001	1.1234885E+004	2.3197136E+003	8.9151719E+003
2	1	0	1	0	2.852782028616893E+003	-2.8058299E-001	-2.8118235E-001	2.580115678292538E-002	1.000000000000000E+000	2.7525096E-004	13	-6.4682595E-002	6.8282123E+000	1.228719968959922E+001	-7.2548301E-006	-1.6688858E-006	-5.5859441E-006	-2.1649975E-001	1.0898052E+004	2.5069648E+003	8.3910869E+003
2	1	0	1	0	2.853032028610578E+003	-2.7558297E-001	-2.7618995E-001	2.616358300683652E-002	1.000000000000000E+000	2.8204519E-004	13	-7.0302986E-002	6.8282123E+000	1.253719968328369E+001	-7.2261187E-006	-1.8393780E-006	-5.3867407E-006	-2.0588696E-001	1.0556274E+004	2.6870549E+003	7.8692192E+003
2	1	0	1	0	2.853282028604262E+003	-2.7058300E-001	-2.7118585E-001	2.663628426760600E-002	1.000000000000000E+000	2.8893919E-004	13	-7.5957760E-002	6.8282123E+000	1.278719967696816E+001	-7.2233834E-006	-2.0232326E-006	-5.2001506E-006	-1.9522808E-001	1.0181069E+004	2.8516650E+003	7.3294038E+003
2	1	0	1	0	2.853532028597947E+003	-2.6558295E-001	-2.6620108E-001	2.703043217549017E-002	1.000000000000000E+000	2.9593718E-004	13	-8.1642278E-002	6.8282123E+000	1.303719967065263E+001	-7.1955301E-006	-2.2068261E-006	-4.9887039E-006	-1.8455881E-001	9.8481992E+003	3.0203838E+003	6.8278154E+003
2	1	0	1	0	2.853782028591631E+003	-2.6058298E-001	-2.6119503E-001	2.755591180254752E-002	1.000000000000000E+000	3.0305717E-004	13	-8.7372981E-002	6.8282123E+000	1.328719966433710E+001	-7.1974673E-006	-2.4076421E-006	-4.7898252E-006	-1.7382205E-001	9.4787295E+003	3.1707527E+003	6.3079771E+003
2	1	0	1	0	2.854032028585316E+003	-2.5558299E-001	-2.5620031E-001	2.818140893664572E-002	1.000000000000000E+000	3.1032308E-004	13	-9.3196593E-002	6.8282123E+000	1.353719965802156E+001	-7.2200860E-006	-2.6264113E-006	-4.5936745E-006	-1.6300371E-001	9.0911113E+003	3.3070239E+003	5.7840869E+003
2	1	0	1	0	2.854282028579000E+003	-2.5058296E-001	-2.5119761E-001	2.872983023340558E-002	1.000000000000000E+000	3.1773394E-004	13	-9.9042490E-002	6.8282123E+000	1.378719965170603E+001	-7.2168646E-006	-2.8454740E-006	-4.3713908E-006	-1.5215512E-001	8.7434424E+003	3.4473748E+003	5.2960674E+003
2	1	0	1	0	2.854532028572685E+003	-2.4558297E-001	-2.4619372E-001	2.947105254841756E-002	1.000000000000000E+000	3.2530579E-004	13	-1.0499153E-001	6.8282123E+000	1.403719964539050E+001	-7.2555881E-006	-3.0942110E-006	-4.1613771E-006	-1.4120218E-001	8.3537471E+003	3.5625308E+003	4.7912163E+003
2	1	0	1	0	2.854782028566369E+003	-2.4058294E-001	-2.4117270E-001	3.016798596015064E-002	1.000000000000000E+000	3.3305699E-004	13	-1.1102060E-001	6.8282123E+000	1.428719963907497E+001	-7.2756948E-006	-3.3492679E-006	-3.9264269E-006	-1.3015211E-001	7.9943257E+003	3.6800801E+003	4.3142456E+003
2	1	0	1	0	2.855032028560054E+003	-2.3558295E-001	-2.3622607E-001	3.097034280099706E-002	1.000000000000000E+000	3.4099614E-004	13	-1.1710821E-001	6.8282123E+000	1.453719963275944E+001	-7.3160022E-006	-3.6268814E-006	-3.6891208E-006	-1.1911786E-001	7.6274927E+003	3.7813018E+003	3.8461912E+003
2	1	0	1	0	2.855282028553738E+003	-2.3058297E-001	-2.3120721E-001	3.184185542964527E-002	1.000000000000000E+000	3.4914623E-004	13	-1.2330703E-001	6.8282123E+000	1.478719962644391E+001	-7.3620663E-006	-3.9263246E-006	-3.4357417E-006	-1.0790017E-001	7.2611099E+003	3.8724827E+003	3.3886270E+003
2	1	0	1	0	2.855532028547423E+003	-2.2558296E-001	-2.2621365E-001	3.270901142077876E-002	1.000000000000000E+000	3.5750927E-004	13	-1.2959346E-001	6.8282123E+000	1.503719962012838E+001	-7.3992246E-006	-4.2388742E-006	-3.1603508E-006	-9.6620187E-002	6.9159429E+003	3.9620110E+003	2.9539316E+003
2	1	0	1	0	2.855782028541107E+003	-2.2058295E-001	-2.2118662E-001	3.379115980707736E-002	1.000000000000000E+000	3.6611658E-004	13	-1.3596866E-001	6.8282123E+000	1.528719961381284E+001	-7.4741524E-006	-4.5945385E-006	-2.8796139E-006	-8.5217968E-002	6.5456948E+003	4.0237937E+003	2.5219011E+003
2	1	0	1	0	2.856032028534792E+003	-2.1558295E-001	-2.1618800E-001	3.483232676897374E-002	1.000000000000000E+000	3.7498953E-004	13	-1.4244378E-001	6.8282123E+000	1.553719960749731E+001	-7.5303310E-006	-4.9616483E-006	-2.5686829E-006	-7.3744223E-002	6.2065332E+003	4.0894131E+003	2.1171201E+003
2	1	0	1	0	2.856282028528476E+003	-2.1058294E-001	-2.1120611E-001	3.596186562960829E-002	1.000000000000000E+000	3.8413503E-004	13	-1.4901124E-001	6.8282123E+000	1.578719960118178E+001	-7.5953658E-006	-5.3587223E-006	-2.2366435E-006	-6.2194869E-002	5.8730576E+003	4.1435903E+003	1.7294673E+003
2	1	0	1	0	2.856532128522158E+003	-2.0558101E-001	-2.0619449E-001	3.774981450273651E-002	1.000000000000000E+000	3.9364962E-004	13	-1.5578981E-001	6.8282118E+000	1.603729959486372E+001	-7.7838040E-006	-5.8810365E-006	-1.9027674E-006	-5.0404683E-002	5.4621323E+003	4.1269028E+003	1.3352300E+003
2	1	0	1	0	2.856782228515840E+003	-2.0057894E-001	-2.0118019E-001	3.855646912128907E-002	1.000000000000000E+000	4.0349009E-004	13	-1.6252849E-001	6.8282123E+000	1.628739958854567E+001	-7.7567975E-006	-6.2665245E-006	-1.4902732E-006	-3.8651705E-002	5.2178062E+003	4.2153364E+003	1.0024700E+003
2	1	0	1	0	2.857032228509524E+003	-1.9557893E-001	-1.9618683E-001	3.996586199330343E-002	1.000000000000000E+000	4.1360257E-004	13	-1.6929682E-001	6.8282123E+000	1.653739958223014E+001	-7.8407757E-006	-6.7660931E-006	-1.0746824E-006	-2.6890010E-002	4.9088604E+003	4.2360356E+003	6.7282446E+002
2	1	0	1	0	2.857282228503209E+003	-1.9057894E-001	-1.9118841E-001	4.141943085919719E-002	1.000000000000000E+000	4.2407005E-004	13	-1.7612012E-001	6.8282123E+000	1.678739957591460E+001	-7.9189149E-006	-7.2947951E-006	-6.2412010E-007	-1.5068293E-002	4.6159111E+003	4.2521133E+003	3.6379767E+002
2	1	0	1	0	2.857532228496893E+003	-1.8557893E-001	-1.8620206E-001	4.294747547690020E-002	1.000000000000000E+000	4.3490686E-004	13	-1.8294837E-001	6.8282123E+000	1.703739956959908E+001	-7.9969086E-006	-7.8571702E-006	-1.3973813E-007	-3.2536983E-003	4.3355767E+003	4.2598164E+003	7.5759941E+001
2	1	0	1	0	2.857782228490578E+003	-1.8057892E-001	-1.8116719E-001	4.463277454567194E-002	1.000000000000000E+000	4.4615014E-004	13	-1.8981463E-001	6.8282123E+000	1.728739956328354E+001	-8.0859945E-006	-8.4719532E-006	3.8595931E-007	8.6474419E-003	4.0590618E+003	4.2528081E+003	1.9374646E+002
2	1	0	1	0	2.858032228484262E+003	-1.7557891E-001	-1.7619643E-001	4.640686176764788E-002	1.000000000000000E+000	4.5782689E-004	13	-1.9665013E-001	6.8282123E+000	1.753739955696801E+001	-8.1767230E-006	-9.1259153E-006	9.4919233E-007	2.0453706E-002	3.7967754E+003	4.2375229E+003	4.4074747E+002
