EC-Lab ASCII FILE
Nb header lines : 64                          

Cyclic Voltammetry

Run on channel : 1 (SN 69801)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -2.50 V, max = 2.50 V
Safety Limits :
	Do not start on E overload
Acquisition started on :
Loaded Setting File :
Saved on :
	File :
	Directory :
	Host :
Device :
Address : USB
EC-LAB for windows v11.52 (software)
Internet server v11.52 (firmware)
Command interpretor v11.50 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Mass of active material : 0.001 mg
 at x = 0.000
Molecular weight of active material (at x = 0) : 0.001 g/mol
Atomic weight of intercalated ion : 0.001 g/mol
Acquisition started at : xo = 0.000
Number of e- transfered per intercalated ion : 1
for DX = 1, DQ = 26.801 mA.h
Battery capacity : 0.000 A.h
Electrode surface area : 0.000 cm²
Characteristic mass : 0.001 g
Volume (V) : 0.001 cm³
Record Ece
Cycle Definition : Charge/Discharge alternance
Ei (V)              -0.540              
vs.                 Ref                 
dE/dt               20.000              
dE/dt unit          mV/s                
E1 (V)              0.360               
vs.                 Ref                 
Step percent        50                  
N                   50                  
E range min (V)     -2.500              
E range max (V)     2.500               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           7                   
E2 (V)              -0.840              
vs.                 Ref                 
nc cycles           1                   
Reverse Scan        1                   
Ef (V)              -0.740              
vs.                 Ref                 

mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	<Ece>/V	Rcmp/Ohm	step time/s	Pwe/W	Pce/W	Pwe-ce/W	Ewe-Ece/V	Rwe/Ohm	Rce/Ohm	Rwe-ce/Ohm	
2	1	0	1	0	3.063224423388056E+003	-4.1565445E-001	-4.1602531E-001	2.240861904313229E-002	1.000000000000000E+000	1.2996957E-004	13	8.4062755E-002	4.6341205E+000	6.031699847626442E+000	-9.3225526E-006	1.8837303E-006	-1.1206283E-005	-5.0008810E-001	1.8565414E+004	3.7513582E+003	2.2316773E+004
2	1	0	1	0	3.063474423381740E+003	-4.1065443E-001	-4.1101164E-001	2.273222679180431E-002	1.000000000000000E+000	1.3591665E-004	13	7.1632944E-002	4.6341205E+000	6.281699841310911E+000	-9.3432100E-006	1.6283764E-006	-1.0971586E-005	-4.8264459E-001	1.8080570E+004	3.1511626E+003	2.1231734E+004
2	1	0	1	0	3.063724423375425E+003	-4.0565443E-001	-4.0600240E-001	2.287194026684802E-002	1.000000000000000E+000	1.4192118E-004	13	5.9368461E-002	4.6341205E+000	6.531699834995379E+000	-9.2860628E-006	1.3578720E-006	-1.0643935E-005	-4.6537086E-001	1.7751113E+004	2.5956897E+003	2.0346803E+004
2	1	0	1	0	3.063974423369109E+003	-4.0065444E-001	-4.0101394E-001	2.306248543492589E-002	1.000000000000000E+000	1.4797100E-004	13	4.7026254E-002	4.6341205E+000	6.781699828679848E+000	-9.2483779E-006	1.0845423E-006	-1.0332920E-005	-4.4804019E-001	1.7388148E+004	2.0390801E+003	1.9427229E+004
2	1	0	1	0	3.064224423362794E+003	-3.9565444E-001	-3.9601666E-001	2.336440568427148E-002	1.000000000000000E+000	1.5408479E-004	13	3.4697283E-002	4.6341205E+000	7.031699822364316E+000	-9.2526934E-006	8.1068140E-007	-1.0063375E-005	-4.3071395E-001	1.6949570E+004	1.4850488E+003	1.8434619E+004
2	1	0	1	0	3.064474423356478E+003	-3.9065444E-001	-3.9100060E-001	2.360176970726085E-002	1.000000000000000E+000	1.6026080E-004	13	2.2429002E-002	4.6341205E+000	7.281699816048786E+000	-9.2283062E-006	5.2936417E-007	-9.7576703E-006	-4.1342959E-001	1.6566580E+004	9.5031018E+002	1.7516891E+004
2	1	0	1	0	3.064724423350163E+003	-3.8565439E-001	-3.8600305E-001	2.382118676806538E-002	1.000000000000000E+000	1.6649297E-004	13	1.0130004E-002	4.6341205E+000	7.531699809733254E+000	-9.1950506E-006	2.4130873E-007	-9.4363595E-006	-3.9613307E-001	1.6204190E+004	4.2525186E+002	1.6629441E+004
2	1	0	1	0	3.064974423343847E+003	-3.8065442E-001	-3.8099703E-001	2.402713526670702E-002	1.000000000000000E+000	1.7278080E-004	13	-1.9159303E-003	4.6341205E+000	7.781699803417723E+000	-9.1542670E-006	-4.6034316E-008	-9.1082329E-006	-3.7908110E-001	1.5856948E+004	7.9740273E+001	1.5777208E+004
2	1	0	1	0	3.065224423337532E+003	-3.7565440E-001	-3.7600476E-001	2.423307851913598E-002	1.000000000000000E+000	1.7911948E-004	13	-1.3808164E-002	4.6341205E+000	8.031699797102191E+000	-9.1117527E-006	-3.3461433E-007	-8.7771386E-006	-3.6219659E-001	1.5516178E+004	5.6980640E+002	1.4946371E+004
2	1	0	1	0	3.065474423331216E+003	-3.7065443E-001	-3.7098137E-001	2.445865654961543E-002	1.000000000000000E+000	1.8551036E-004	13	-2.5315912E-002	4.6341205E+000	8.281699790786661E+000	-9.0737058E-006	-6.1919320E-007	-8.4545127E-006	-3.4566545E-001	1.5167691E+004	1.0350492E+003	1.4132643E+004
2	1	0	1	0	3.065724423324900E+003	-3.6565438E-001	-3.6599028E-001	2.468183920497003E-002	1.000000000000000E+000	1.9195411E-004	13	-3.6800295E-002	4.6341205E+000	8.531699784471130E+000	-9.0333133E-006	-9.0829894E-007	-8.1250146E-006	-3.2918999E-001	1.4828323E+004	1.4909867E+003	1.3337336E+004
2	1	0	1	0	3.065974423318585E+003	-3.6065438E-001	-3.6101225E-001	2.486568747197620E-002	1.000000000000000E+000	1.9845355E-004	13	-4.8146695E-002	4.6341205E+000	8.781699778155598E+000	-8.9768182E-006	-1.1972006E-006	-7.7796167E-006	-3.1286556E-001	1.4518490E+004	1.9362704E+003	1.2582220E+004
2	1	0	1	0	3.066224423312269E+003	-3.5565436E-001	-3.5603091E-001	2.502122177222910E-002	1.000000000000000E+000	2.0499929E-004	13	-5.9265207E-002	4.6341205E+000	9.031699771840067E+000	-8.9083287E-006	-1.4828879E-006	-7.4254403E-006	-2.9676571E-001	1.4229158E+004	2.3685977E+003	1.1860561E+004
2	1	0	1	0	3.066474423305954E+003	-3.5065442E-001	-3.5100791E-001	2.526870445858342E-002	1.000000000000000E+000	2.1159151E-004	13	-6.9959976E-002	4.6341205E+000	9.281699765524536E+000	-8.8695151E-006	-1.7677979E-006	-7.1017171E-006	-2.8104794E-001	1.3891014E+004	2.7686411E+003	1.1122372E+004
2	1	0	1	0	3.066724423299638E+003	-3.4565434E-001	-3.4601292E-001	2.547899658512956E-002	1.000000000000000E+000	2.1823782E-004	13	-8.0389768E-002	4.6341205E+000	9.531699759209005E+000	-8.8160623E-006	-2.0482505E-006	-6.7678116E-006	-2.6562315E-001	1.3580319E+004	3.1551387E+003	1.0425181E+004
2	1	0	1	0	3.066974423293323E+003	-3.4065437E-001	-3.4101817E-001	2.569312433835738E-002	1.000000000000000E+000	2.2493643E-004	13	-9.0343863E-002	4.6341205E+000	9.781699752893473E+000	-8.7618218E-006	-2.3212160E-006	-6.4406063E-006	-2.5067431E-001	1.3272740E+004	3.5162661E+003	9.7564746E+003
2	1	0	1	0	3.067224423287007E+003	-3.3565435E-001	-3.3599433E-001	2.585525866867156E-002	1.000000000000000E+000	2.3168254E-004	13	-1.0014342E-001	4.6341205E+000	1.003169974657794E+001	-8.6872205E-006	-2.5892339E-006	-6.0979864E-006	-2.3585092E-001	1.2995203E+004	3.8732322E+003	9.1219707E+003
2	1	0	1	0	3.067474423280692E+003	-3.3065435E-001	-3.3099210E-001	2.604051536744231E-002	1.000000000000000E+000	2.3846846E-004	13	-1.0949920E-001	4.6341205E+000	1.028169974026241E+001	-8.6192049E-006	-2.8514157E-006	-5.7677894E-006	-2.2149290E-001	1.2710658E+004	4.2049551E+003	8.5057031E+003
2	1	0	1	0	3.067724423274376E+003	-3.2565436E-001	-3.2598221E-001	2.629421813236105E-002	1.000000000000000E+000	2.4530446E-004	13	-1.1849913E-001	4.6341205E+000	1.053169973394688E+001	-8.5714473E-006	-3.1158420E-006	-5.4556053E-006	-2.0748308E-001	1.2397486E+004	4.5066611E+003	7.8908252E+003
2	1	0	1	0	3.067974423268061E+003	-3.2065436E-001	-3.2102659E-001	2.653166369240434E-002	1.000000000000000E+000	2.5220768E-004	13	-1.2759236E-001	4.6341205E+000	1.078169972763135E+001	-8.5173697E-006	-3.3852375E-006	-5.1321322E-006	-1.9343424E-001	1.2099754E+004	4.8090596E+003	7.2906938E+003
2	1	0	1	0	3.068224423261745E+003	-3.1565434E-001	-3.1602359E-001	2.676852228639499E-002	1.000000000000000E+000	2.5917124E-004	13	-1.3621329E-001	4.6341205E+000	1.103169972131582E+001	-8.4594849E-006	-3.6462284E-006	-4.8132561E-006	-1.7981030E-001	1.1805791E+004	5.0885620E+003	6.7172290E+003
2	1	0	1	0	3.068474423255429E+003	-3.1065434E-001	-3.1100371E-001	2.697181409671529E-002	1.000000000000000E+000	2.6619190E-004	13	-1.4465067E-001	4.6341205E+000	1.128169971500029E+001	-8.3883342E-006	-3.9014908E-006	-4.4868434E-006	-1.6635305E-001	1.1530693E+004	5.3630308E+003	6.1676626E+003
2	1	0	1	0	3.068724423249114E+003	-3.0565432E-001	-3.0599669E-001	2.728893988857661E-002	1.000000000000000E+000	2.7328226E-004	13	-1.5254353E-001	4.6341205E+000	1.153169970868475E+001	-8.3503255E-006	-4.1627513E-006	-4.1875742E-006	-1.5345316E-001	1.1213213E+004	5.5899399E+003	5.6232729E+003
2	1	0	1	0	3.068974423242798E+003	-3.0065432E-001	-3.0099875E-001	2.761469878728323E-002	1.000000000000000E+000	2.8044847E-004	13	-1.6028669E-001	4.6341205E+000	1.178169970236922E+001	-8.3119894E-006	-4.4262688E-006	-3.8857211E-006	-1.4071205E-001	1.0899947E+004	5.8043979E+003	5.0955488E+003
2	1	0	1	0	3.069224423236483E+003	-2.9565430E-001	-2.9599962E-001	2.797543644179673E-002	1.000000000000000E+000	2.8770088E-004	13	-1.6818802E-001	4.6341205E+000	1.203169969605369E+001	-8.2807182E-006	-4.7051335E-006	-3.5755852E-006	-1.2781160E-001	1.0580697E+004	6.0119893E+003	4.5687080E+003
2	1	0	1	0	3.069474423230167E+003	-2.9065430E-001	-2.9099497E-001	2.833590932035207E-002	1.000000000000000E+000	2.9504325E-004	13	-1.7580977E-001	4.6341205E+000	1.228169968973816E+001	-8.2456072E-006	-4.9817299E-006	-3.2638775E-006	-1.1518520E-001	1.0269478E+004	6.2044868E+003	4.0649905E+003
2	1	0	1	0	3.069724423223852E+003	-2.8565428E-001	-2.8597912E-001	2.872707052979956E-002	1.000000000000000E+000	3.0247471E-004	13	-1.8315186E-001	4.6341205E+000	1.253169968342263E+001	-8.2153429E-006	-5.2614164E-006	-2.9539260E-006	-1.0282727E-001	9.9550391E+003	6.3755840E+003	3.5794553E+003
2	1	0	1	0	3.069974423217536E+003	-2.8065431E-001	-2.8104317E-001	2.926705140132662E-002	1.000000000000000E+000	3.1002570E-004	13	-1.9025029E-001	4.6341205E+000	1.278169967710710E+001	-8.2253046E-006	-5.5680653E-006	-2.6572400E-006	-9.0792879E-002	9.6027158E+003	6.5004941E+003	3.1022217E+003
2	1	0	1	0	3.070224423211220E+003	-2.7565426E-001	-2.7602816E-001	2.980723143175107E-002	1.000000000000000E+000	3.1771071E-004	13	-1.9727308E-001	4.6341205E+000	1.303169967079157E+001	-8.2276356E-006	-5.8801643E-006	-2.3474709E-006	-7.8755081E-002	9.2604424E+003	6.6182959E+003	2.6421467E+003
2	1	0	1	0	3.070474423204905E+003	-2.7065426E-001	-2.7102673E-001	3.039340247625028E-002	1.000000000000000E+000	3.2553496E-004	13	-2.0383362E-001	4.6341205E+000	1.328169966447604E+001	-8.2374245E-006	-6.1951973E-006	-2.0422272E-006	-6.7193106E-002	8.9172881E+003	6.7065088E+003	2.2107793E+003
2	1	0	1	0	3.070724423198589E+003	-2.6565424E-001	-2.6601115E-001	3.098759122690214E-002	1.000000000000000E+000	3.3350918E-004	13	-2.1073379E-001	4.6341205E+000	1.353169965816050E+001	-8.2430452E-006	-6.5301324E-006	-1.7129123E-006	-5.5277362E-002	8.5844414E+003	6.8005864E+003	1.7838547E+003
2	1	0	1	0	3.070974423192274E+003	-2.6065430E-001	-2.6101443E-001	3.164050770213941E-002	1.000000000000000E+000	3.4164457E-004	13	-2.1740587E-001	4.6341205E+000	1.378169965184497E+001	-8.2586294E-006	-6.8788322E-006	-1.3797970E-006	-4.3608561E-002	8.2493760E+003	6.8711245E+003	1.3782510E+003
2	1	0	1	0	3.071224423185958E+003	-2.5565425E-001	-2.5600615E-001	3.249340055614957E-002	1.000000000000000E+000	3.4996620E-004	13	-2.2396132E-001	4.6341205E+000	1.403169964552944E+001	-8.3185105E-006	-7.2772650E-006	-1.0412455E-006	-3.2044828E-002	7.8787124E+003	6.8925171E+003	9.8619495E+002
2	1	0	1	0	3.071474423179643E+003	-2.5065425E-001	-2.5098103E-001	3.325584174377779E-002	1.000000000000000E+000	3.5848821E-004	13	-2.3074515E-001	4.6341205E+000	1.428169963921391E+001	-8.3465857E-006	-7.6736242E-006	-6.7296128E-007	-2.0235881E-002	7.5469756E+003	6.9384849E+003	6.0849103E+002
2	1	0	1	0	3.071724423173327E+003	-2.4565427E-001	-2.4600556E-001	3.410813318277217E-002	1.000000000000000E+000	3.6720905E-004	13	-2.3752086E-001	4.6341205E+000	1.453169963289838E+001	-8.3907908E-006	-8.1013932E-006	-2.8939749E-007	-8.4847063E-003	7.2125190E+003	6.9637603E+003	2.4875903E+002
2	1	0	1	0	3.071974423167012E+003	-2.4065426E-001	-2.4100885E-001	3.501406919803518E-002	1.000000000000000E+000	3.7615225E-004	13	-2.4424997E-001	4.6341205E+000	1.478169962658285E+001	-8.4387002E-006	-8.5521851E-006	1.1348486E-007	3.2411218E-003	6.8832002E+003	6.9757666E+003	9.2566269E+001
2	1	0	1	0	3.072224423160696E+003	-2.3565425E-001	-2.3604171E-001	3.600003267480017E-002	1.000000000000000E+000	3.8533143E-004	13	-2.5119755E-001	4.6341205E+000	1.503169962026732E+001	-8.4975090E-006	-9.0431195E-006	5.4561065E-007	1.5155837E-002	6.5567080E+003	6.9777031E+003	4.2099509E+002
2	1	0	1	0	3.072474423154381E+003	-2.3065425E-001	-2.3103355E-001	3.750278387016004E-002	1.000000000000000E+000	3.9482533E-004	13	-2.5831011E-001	4.6341205E+000	1.528169961395179E+001	-8.6644013E-006	-9.6873482E-006	1.0229470E-006	2.7276561E-002	6.1604375E+003	6.8877583E+003	7.2732098E+002
2	1	0	1	0	3.072724423148065E+003	-2.2565423E-001	-2.2601932E-001	3.820692082759353E-002	1.000000000000000E+000	4.0459438E-004	13	-2.6537517E-001	4.6341205E+000	1.553169960763626E+001	-8.6355021E-006	-1.0139168E-005	1.5036657E-006	3.9355844E-002	5.9156646E+003	6.9457354E+003	1.0300710E+003
2	1	0	1	0	3.072974423141750E+003	-2.2065425E-001	-2.2103100E-001	3.928642646650355E-002	1.000000000000000E+000	4.1458267E-004	13	-2.7247936E-001	4.6341205E+000	1.578169960132072E+001	-8.6835180E-006	-1.0704740E-005	2.0212221E-006	5.1448360E-002	5.6261416E+003	6.9357124E+003	1.3095709E+003
2	1	0	1	0	3.073224423135434E+003	-2.1565424E-001	-2.1602370E-001	4.038438234291364E-002	1.000000000000000E+000	4.2484578E-004	13	-2.7995747E-001	4.6341205E+000	1.603169959500519E+001	-8.7239832E-006	-1.1305910E-005	2.5819261E-006	6.3933775E-002	5.3491890E+003	6.9323203E+003	1.5831312E+003
2	1	0	1	0	3.073474423129119E+003	-2.1065424E-001	-2.1097833E-001	4.159992307639971E-002	1.000000000000000E+000	4.3539351E-004	13	-2.8728083E-001	4.6341205E+000	1.628169958868966E+001	-8.7766821E-006	-1.1950860E-005	3.1741781E-006	7.6302499E-002	5.0716040E+003	6.9058018E+003	1.8341981E+003
2	1	0	1	0	3.073724423122803E+003	-2.0565423E-001	-2.0601527E-001	4.292191725959194E-002	1.000000000000000E+000	4.4626006E-004	13	-2.9506421E-001	4.6341205E+000	1.653169958237413E+001	-8.8425704E-006	-1.2664722E-005	3.8221510E-006	8.9048937E-002	4.7997686E+003	6.8744414E+003	2.0746729E+003
2	1	0	1	0	3.073974423116488E+003	-2.0065424E-001	-2.0100999E-001	4.417500880287128E-002	1.000000000000000E+000	4.5744990E-004	13	-3.0252877E-001	4.6341205E+000	1.678169957605860E+001	-8.8796178E-006	-1.3364211E-005	4.4845929E-006	1.0151878E-001	4.5503101E+003	6.8484146E+003	2.2981042E+003
2	1	0	1	0	3.074224423110172E+003	-1.9565424E-001	-1.9600159E-001	4.552665817215567E-002	1.000000000000000E+000	4.6896303E-004	13	-3.0975646E-001	4.6341205E+000	1.703169956974307E+001	-8.9232972E-006	-1.4102176E-005	5.1788788E-006	1.1375487E-001	4.3052051E+003	6.8038481E+003	2.4986431E+003
2	1	0	1	0	3.074474423103857E+003	-1.9065422E-001	-1.9101751E-001	4.695203763648237E-002	1.000000000000000E+000	4.8082694E-004	13	-3.1771055E-001	4.6341205E+000	1.728169956342754E+001	-8.9686609E-006	-1.4917157E-005	5.9484964E-006	1.2669304E-001	4.0683540E+003	6.7667041E+003	2.6983501E+003
2	1	0	1	0	3.074724423097541E+003	-1.8565422E-001	-1.8601304E-001	4.840943139588150E-002	1.000000000000000E+000	4.9305143E-004	13	-3.2554650E-001	4.6341205E+000	1.753169955711201E+001	-9.0047861E-006	-1.5759520E-005	6.7547353E-006	1.3953346E-001	3.8424958E+003	6.7248569E+003	2.8823611E+003
