EC-Lab ASCII FILE
Nb header lines : 64                          

Cyclic Voltammetry

Run on channel : 1 (SN 69763)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -2.50 V, max = 2.50 V
Safety Limits :
	Do not start on E overload
Acquisition started on :
Loaded Setting File :
Saved on :
	File :
	Directory :
	Host :
Device :
Address : USB
EC-LAB for windows v11.52 (software)
Internet server v11.52 (firmware)
Command interpretor v11.50 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Mass of active material : 0.001 mg
 at x = 0.000
Molecular weight of active material (at x = 0) : 0.001 g/mol
Atomic weight of intercalated ion : 0.001 g/mol
Acquisition started at : xo = 0.000
Number of e- transfered per intercalated ion : 1
for DX = 1, DQ = 26.801 mA.h
Battery capacity : 0.000 A.h
Electrode surface area : 0.000 cm²
Characteristic mass : 0.001 g
Volume (V) : 0.001 cm³
Record Ece
Cycle Definition : Charge/Discharge alternance
Ei (V)              -0.515              
vs.                 Ref                 
dE/dt               20.000              
dE/dt unit          mV/s                
E1 (V)              0.385               
vs.                 Ref                 
Step percent        50                  
N                   50                  
E range min (V)     -2.500              
E range max (V)     2.500               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           7                   
E2 (V)              -0.815              
vs.                 Ref                 
nc cycles           1                   
Reverse Scan        1                   
Ef (V)              -0.715              
vs.                 Ref                 

mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	<Ece>/V	Rcmp/Ohm	step time/s	Pwe/W	Pce/W	Pwe-ce/W	Ewe-Ece/V	Rwe/Ohm	Rce/Ohm	Rwe-ce/Ohm	
2	1	0	1	0	2.297135242722688E+003	-2.9100052E-001	-2.9160467E-001	1.318880840090622E-002	1.000000000000000E+000	1.2110289E-004	13	1.9110841E-001	9.0346556E+000	1.105379972075025E+001	-3.8459179E-006	2.5204922E-006	-6.3664102E-006	-4.8271307E-001	2.2110008E+004	1.4490195E+004	3.6600203E+004
2	1	0	1	0	2.297385242716373E+003	-2.8600049E-001	-2.8659984E-001	1.334996103526092E-002	1.000000000000000E+000	1.2466767E-004	13	1.8507284E-001	9.0346556E+000	1.130379971443472E+001	-3.8260969E-006	2.4707151E-006	-6.2968120E-006	-4.7167268E-001	2.1468215E+004	1.3863175E+004	3.5331391E+004
2	1	0	1	0	2.297635242710057E+003	-2.8100047E-001	-2.8159830E-001	1.352486214608423E-002	1.000000000000000E+000	1.2827464E-004	13	1.7899844E-001	9.0346556E+000	1.155379970811919E+001	-3.8085782E-006	2.4209291E-006	-6.2295076E-006	-4.6059674E-001	2.0820789E+004	1.3234771E+004	3.4055559E+004
2	1	0	1	0	2.297885242703742E+003	-2.7600047E-001	-2.7660728E-001	1.366532500278915E-002	1.000000000000000E+000	1.3192075E-004	13	1.7288642E-001	9.0346556E+000	1.180379970180366E+001	-3.7799284E-006	2.3625491E-006	-6.1424776E-006	-4.4949371E-001	2.0241543E+004	1.2651468E+004	3.2893012E+004
2	1	0	1	0	2.298135242697426E+003	-2.7100047E-001	-2.7161214E-001	1.385821134040490E-002	1.000000000000000E+000	1.3561017E-004	13	1.6672684E-001	9.0346556E+000	1.205379969548812E+001	-3.7640584E-006	2.3105358E-006	-6.0745942E-006	-4.3833899E-001	1.9599365E+004	1.2030906E+004	3.1630271E+004
2	1	0	1	0	2.298385242691111E+003	-2.6600048E-001	-2.6660690E-001	1.400514428510154E-002	1.000000000000000E+000	1.3934080E-004	13	1.6051967E-001	9.0346556E+000	1.230379968917259E+001	-3.7338680E-006	2.2481013E-006	-5.9819695E-006	-4.2712659E-001	1.9036355E+004	1.1461479E+004	3.0497834E+004
2	1	0	1	0	2.298635242684795E+003	-2.6100045E-001	-2.6160252E-001	1.418998991107562E-002	1.000000000000000E+000	1.4311241E-004	13	1.5429465E-001	9.0346556E+000	1.255379968285706E+001	-3.7121372E-006	2.1894396E-006	-5.9015765E-006	-4.1589719E-001	1.8435709E+004	1.0873486E+004	2.9309195E+004
2	1	0	1	0	2.298885242678480E+003	-2.5600043E-001	-2.5659254E-001	1.438766572431221E-002	1.000000000000000E+000	1.4693105E-004	13	1.4800625E-001	9.0346556E+000	1.280379967654153E+001	-3.6917677E-006	2.1294643E-006	-5.8212322E-006	-4.0459877E-001	1.7834203E+004	1.0287022E+004	2.8121225E+004
2	1	0	1	0	2.299135242672164E+003	-2.5100043E-001	-2.5161788E-001	1.453949569971588E-002	1.000000000000000E+000	1.5079181E-004	13	1.4168894E-001	9.0346556E+000	1.305379967022600E+001	-3.6583970E-006	2.0600858E-006	-5.7184830E-006	-3.9330682E-001	1.7305818E+004	9.7451074E+003	2.7050926E+004
2	1	0	1	0	2.299385242665849E+003	-2.4600045E-001	-2.4660058E-001	1.476399019141971E-002	1.000000000000000E+000	1.5470103E-004	13	1.3533784E-001	9.0346556E+000	1.330379966391047E+001	-3.6408087E-006	1.9981267E-006	-5.6389354E-006	-3.8193843E-001	1.6702842E+004	9.1667529E+003	2.5869594E+004
2	1	0	1	0	2.299635242659533E+003	-2.4100044E-001	-2.4159653E-001	1.494688931559568E-002	1.000000000000000E+000	1.5866256E-004	13	1.2891845E-001	9.0346556E+000	1.355379965759494E+001	-3.6111167E-006	1.9269298E-006	-5.5380465E-006	-3.7051499E-001	1.6163667E+004	8.6251025E+003	2.4788770E+004
2	1	0	1	0	2.299885242653218E+003	-2.3600045E-001	-2.3659165E-001	1.515595710259821E-002	1.000000000000000E+000	1.6267458E-004	13	1.2246989E-001	9.0346556E+000	1.380379965127941E+001	-3.5857729E-006	1.8561484E-006	-5.4419211E-006	-3.5906154E-001	1.5610473E+004	8.0806436E+003	2.3691115E+004
2	1	0	1	0	2.300135242646902E+003	-2.3100044E-001	-2.3159990E-001	1.538967259812683E-002	1.000000000000000E+000	1.6674229E-004	13	1.1596272E-001	9.0346556E+000	1.405379964496387E+001	-3.5642465E-006	1.7846284E-006	-5.3488748E-006	-3.4756261E-001	1.5049047E+004	7.5351001E+003	2.2584146E+004
2	1	0	1	0	2.300385242640587E+003	-2.2600044E-001	-2.2660692E-001	1.560528136332068E-002	1.000000000000000E+000	1.7086709E-004	13	1.0941079E-001	9.0346556E+000	1.430379963864834E+001	-3.5362648E-006	1.7073862E-006	-5.2436508E-006	-3.3601773E-001	1.4521169E+004	7.0111387E+003	2.1532307E+004
2	1	0	1	0	2.300635242634271E+003	-2.2100043E-001	-2.2160813E-001	1.587094366629651E-002	1.000000000000000E+000	1.7505324E-004	13	1.0280512E-001	9.0346556E+000	1.455379963233281E+001	-3.5171302E-006	1.6316143E-006	-5.1487445E-006	-3.2441324E-001	1.3963135E+004	6.4775684E+003	2.0440703E+004
2	1	0	1	0	2.300885242627956E+003	-2.1600042E-001	-2.1659979E-001	1.613131786306987E-002	1.000000000000000E+000	1.7930454E-004	13	9.6137509E-002	9.0346556E+000	1.480379962601728E+001	-3.4940401E-006	1.5508247E-006	-5.0448648E-006	-3.1273729E-001	1.3427284E+004	5.9596812E+003	1.9386965E+004
2	1	0	1	0	2.301135242621640E+003	-2.1100043E-001	-2.1162376E-001	1.641599870948951E-002	1.000000000000000E+000	1.8361946E-004	13	8.9406617E-002	9.0346556E+000	1.505379961970175E+001	-3.4740153E-006	1.4676989E-006	-4.9417145E-006	-3.0103037E-001	1.2891312E+004	5.4463101E+003	1.8337621E+004
2	1	0	1	0	2.301385242615324E+003	-2.0600040E-001	-2.0658670E-001	1.676462606889635E-002	1.000000000000000E+000	1.8801395E-004	13	8.2578726E-002	9.0346556E+000	1.530379961338622E+001	-3.4633488E-006	1.3844015E-006	-4.8477505E-006	-2.8916544E-001	1.2322774E+004	4.9257720E+003	1.7248547E+004
2	1	0	1	0	2.301635242609009E+003	-2.0100042E-001	-2.0158075E-001	1.702478264781598E-002	1.000000000000000E+000	1.9248734E-004	13	7.5701632E-002	9.0346556E+000	1.555379960707069E+001	-3.4318684E-006	1.2888038E-006	-4.7206722E-006	-2.7728239E-001	1.1840430E+004	4.4465552E+003	1.6286985E+004
2	1	0	1	0	2.301885242602693E+003	-1.9600041E-001	-1.9660924E-001	1.736376102345366E-002	1.000000000000000E+000	1.9703704E-004	13	6.8758227E-002	9.0346556E+000	1.580379960075516E+001	-3.4138759E-006	1.1939014E-006	-4.6077776E-006	-2.6536748E-001	1.1322964E+004	3.9598694E+003	1.5282834E+004
2	1	0	1	0	2.302135242596378E+003	-1.9100040E-001	-1.9158639E-001	1.772460021549011E-002	1.000000000000000E+000	2.0167470E-004	13	6.1729904E-002	9.0346556E+000	1.605379959443963E+001	-3.3957922E-006	1.0941379E-006	-4.4899302E-006	-2.5331628E-001	1.0809067E+004	3.4827249E+003	1.4291792E+004
2	1	0	1	0	2.302385242590062E+003	-1.8600041E-001	-1.8659753E-001	1.807341096387416E-002	1.000000000000000E+000	2.0639856E-004	13	5.4630298E-002	9.0346556E+000	1.630379958812409E+001	-3.3724539E-006	9.8735586E-007	-4.3598097E-006	-2.4122782E-001	1.0324422E+004	3.0226890E+003	1.3347111E+004
2	1	0	1	0	2.302635242583747E+003	-1.8100040E-001	-1.8158045E-001	1.846539284907245E-002	1.000000000000000E+000	2.1121427E-004	13	4.7428880E-002	9.0346556E+000	1.655379958180856E+001	-3.3529543E-006	8.7579292E-007	-4.2287475E-006	-2.2900933E-001	9.8335547E+003	2.5685281E+003	1.2402083E+004
2	1	0	1	0	2.302885242577431E+003	-1.7600039E-001	-1.7659234E-001	1.884619169432981E-002	1.000000000000000E+000	2.1612689E-004	13	4.0158492E-002	9.0346556E+000	1.680379957549303E+001	-3.3280930E-006	7.5683465E-007	-4.0849277E-006	-2.1675083E-001	9.3701865E+003	2.1308545E+003	1.1501041E+004
2	1	0	1	0	2.303135242571116E+003	-1.7100039E-001	-1.7161770E-001	1.926861224984322E-002	1.000000000000000E+000	2.2113856E-004	13	3.2796580E-002	9.0346556E+000	1.705379956917750E+001	-3.3068350E-006	6.3194460E-007	-3.9387796E-006	-2.0441428E-001	8.9065938E+003	1.7020728E+003	1.0608667E+004
2	1	0	1	0	2.303385242564800E+003	-1.6600037E-001	-1.6657856E-001	1.971232193897554E-002	1.000000000000000E+000	2.2626086E-004	13	2.5339773E-002	9.0346556E+000	1.730379956286197E+001	-3.2836501E-006	4.9950575E-007	-3.7831560E-006	-1.9191833E-001	8.4504785E+003	1.2854789E+003	9.7359580E+003
2	1	0	1	0	2.303635342558482E+003	-1.6099861E-001	-1.6159025E-001	2.029545936213889E-002	1.000000000000000E+000	2.3151508E-004	13	1.7752940E-002	9.0346546E+000	1.755389955654391E+001	-3.2795483E-006	3.6030406E-007	-3.6398524E-006	-1.7934319E-001	7.9618916E+003	8.7472473E+002	8.8366162E+003
